date,close_price_TONUSDT,return_TONUSDT,signal_TONUSDT,position_TONUSDT,signal_return_TONUSDT,cum_return_TONUSDT,cum_signal_return_TONUSDT
2024-10-08 00:00:00,5.1965,0.000654715,0,0.5,0.000327357,0.916113569,0.112178514
2024-10-09 00:00:00,5.0634,-0.025613394,-1,0,-0.012806697,0.867035398,0.097935181
2024-10-10 00:00:00,5.1354,0.014219694,-1,0,0,0.893584071,0.097935181
2024-10-11 00:00:00,5.2083,0.014195584,-1,0,0,0.920464602,0.097935181
2024-10-12 00:00:00,5.2377,0.005644836,-1,0,0,0.93130531,0.097935181
2024-10-13 00:00:00,5.1917,-0.008782481,-1,0,0,0.914343658,0.097935181
2024-10-14 00:00:00,5.3195,0.024616214,-1,0,0,0.961467552,0.097935181
2024-10-15 00:00:00,5.2247,-0.017821224,-1,0,0,0.926511799,0.097935181
2024-10-16 00:00:00,5.2241,-0.000114839,-1,0,0,0.92629056,0.097935181
2024-10-17 00:00:00,5.1821,-0.008039662,-1,0,0,0.910803835,0.097935181
2024-10-18 00:00:00,5.2482,0.012755447,-1,0,0,0.935176991,0.097935181
2024-10-19 00:00:00,5.2669,0.003563126,-1,0,0,0.942072271,0.097935181
2024-10-20 00:00:00,5.3564,0.016992918,-1,0,0,0.975073746,0.097935181
2024-10-21 00:00:00,5.1969,-0.029777462,-1,0,0,0.916261062,0.097935181
2024-10-22 00:00:00,5.227,0.005791914,-1,0,0,0.927359882,0.097935181
2024-10-23 00:00:00,5.1397,-0.016701741,-1,0,0,0.895169617,0.097935181
2024-10-24 00:00:00,5.1296,-0.001965095,-1,0,0,0.891445428,0.097935181
2024-10-25 00:00:00,4.7741,-0.069303649,-1,0,0,0.760361357,0.097935181
2024-10-26 00:00:00,4.9225,0.031084393,-1,0,0,0.815081121,0.097935181
2024-10-27 00:00:00,4.997,0.015134586,-1,0,0,0.842551622,0.097935181
2024-10-28 00:00:00,5.0151,0.003622173,-1,0,0,0.849225664,0.097935181
2024-10-29 00:00:00,5.0202,0.001016929,-1,0,0,0.851106195,0.097935181
2024-10-30 00:00:00,4.9916,-0.005696984,-1,0,0,0.840560472,0.097935181
2024-10-31 00:00:00,4.8491,-0.028547961,-1,0,0,0.788016224,0.097935181
2024-11-01 00:00:00,4.8946,0.009383185,-1,0,0,0.80479351,0.097935181
2024-11-02 00:00:00,4.8754,-0.00392269,-1,0,0,0.797713864,0.097935181
2024-11-03 00:00:00,4.8184,-0.011691348,-1,0,0,0.776696165,0.097935181
2024-11-04 00:00:00,4.6975,-0.025091317,-1,0,0,0.732116519,0.097935181
2024-11-05 00:00:00,4.668,-0.006279936,-1,0,0,0.721238938,0.097935181
2024-11-06 00:00:00,4.7985,0.027956298,-1,0,0,0.769358407,0.097935181
2024-11-07 00:00:00,4.9104,0.023319787,-1,0,0,0.810619469,0.097935181
2024-11-08 00:00:00,4.9262,0.00321766,-1,0,0,0.816445428,0.097935181
2024-11-09 00:00:00,5.2441,0.0645325,0,0.5,0,0.933665192,0.097935181
2024-11-10 00:00:00,5.28,0.006845789,0,0.5,0.003422894,0.946902655,0.101693297
2024-11-11 00:00:00,5.5024,0.042121212,0,0.5,0.021060606,1.028908555,0.124895626
2024-11-12 00:00:00,5.472,-0.005524862,0,0.5,-0.002762431,1.017699115,0.121788179
2024-11-13 00:00:00,5.2623,-0.038322368,-1,0,-0.019161184,0.940376106,0.100293389
2024-11-14 00:00:00,5.2386,-0.004503734,0,0.5,0,0.931637168,0.100293389
2024-11-15 00:00:00,5.3848,0.02790822,0,0.5,0.01395411,0.985545723,0.115647004
2024-11-16 00:00:00,5.6519,0.049602585,0,0.5,0.024801293,1.084033923,0.143316492
2024-11-17 00:00:00,5.3867,-0.046922274,0,0.5,-0.023461137,0.986246313,0.116492987
2024-11-18 00:00:00,5.5824,0.036330221,0,0.5,0.01816511,1.05840708,0.136774205
