date,close_price_1000SHIBUSDT,return_1000SHIBUSDT,signal_1000SHIBUSDT,position_1000SHIBUSDT,signal_return_1000SHIBUSDT,cum_return_1000SHIBUSDT,cum_signal_return_1000SHIBUSDT
2021-11-23 00:00:00,0.041961,-0.031058052,1,1,-0.031058052,0.204426074,1.44989518
2021-11-24 00:00:00,0.037891,-0.096994829,0,0.5,-0.096994829,0.087602974,1.212268018
2021-11-25 00:00:00,0.042761,0.128526563,0,0.5,0.064263282,0.227388846,1.35443562
2021-11-26 00:00:00,0.038685,-0.095320502,0,0.5,-0.047660251,0.110393524,1.242222627
2021-11-27 00:00:00,0.039199,0.013286804,0,0.5,0.006643402,0.125147105,1.257118613
2021-11-28 00:00:00,0.039134,-0.001658206,0,0.5,-0.000829103,0.12328138,1.25524723
2021-11-29 00:00:00,0.04522,0.155516942,0,0.5,0.077758471,0.297970665,1.430611806
2021-11-30 00:00:00,0.047459,0.04951349,0,0.5,0.024756745,0.362237722,1.490785842
2021-12-01 00:00:00,0.044178,-0.069133357,0,0.5,-0.034566679,0.268061655,1.404687648
2021-12-02 00:00:00,0.042218,-0.044365974,0,0.5,-0.022182987,0.211802865,1.351344493
2021-12-03 00:00:00,0.0404,-0.043062201,0,0.5,-0.0215311,0.159619966,1.300717459
2021-12-04 00:00:00,0.036389,-0.099282178,0,0.5,-0.049641089,0.04449037,1.186507338
2021-12-05 00:00:00,0.036201,-0.005166396,0,0.5,-0.002583198,0.039094119,1.180859156
2021-12-06 00:00:00,0.036752,0.015220574,0,0.5,0.007610287,0.054909728,1.197456121
2021-12-07 00:00:00,0.036243,-0.013849586,0,0.5,-0.006924793,0.040299664,1.182239191
2021-12-08 00:00:00,0.036973,0.02014182,0,0.5,0.01007091,0.061253193,1.204216326
2021-12-09 00:00:00,0.034646,-0.062937819,0,0.5,-0.03146891,-0.005539769,1.134852042
2021-12-10 00:00:00,0.033412,-0.035617387,0,0.5,-0.017808694,-0.040959844,1.096833116
2021-12-11 00:00:00,0.034418,0.030108943,0,0.5,0.015054471,-0.012084159,1.12839983
2021-12-12 00:00:00,0.03658,0.062815968,0,0.5,0.031407984,0.049972732,1.195248578
2021-12-13 00:00:00,0.0329,-0.100601422,0,0.5,-0.050300711,-0.055656018,1.084826014
2021-12-14 00:00:00,0.033948,0.031854103,0,0.5,0.015927052,-0.025574787,1.118031146
2021-12-15 00:00:00,0.033793,-0.004565807,0,0.5,-0.002282903,-0.030023824,1.113195886
2021-12-16 00:00:00,0.032712,-0.031988873,0,0.5,-0.015994437,-0.061052269,1.079396508
2021-12-17 00:00:00,0.031158,-0.047505503,0,0.5,-0.023752751,-0.105657453,1.03000512
2021-12-18 00:00:00,0.031384,0.007253354,0,0.5,0.003626677,-0.09917047,1.037367293
2021-12-19 00:00:00,0.030752,-0.02013765,0,0.5,-0.010068825,-0.117311059,1.016853398
2021-12-20 00:00:00,0.031191,0.014275494,0,0.5,0.007137747,-0.104710239,1.031249188
2021-12-21 00:00:00,0.032829,0.052515149,0,0.5,0.026257574,-0.057693964,1.084584864
2021-12-22 00:00:00,0.035034,0.067166225,0,0.5,0.033583112,0.005597176,1.154591712
2021-12-23 00:00:00,0.038652,0.103271108,0,0.5,0.051635554,0.10944631,1.265845249
2021-12-24 00:00:00,0.036209,-0.063205009,0,0.5,-0.031602504,0.039323746,1.194238865
2021-12-25 00:00:00,0.0377,0.041177608,0,0.5,0.020588804,0.082120612,1.239415618
2021-12-26 00:00:00,0.038255,0.014721485,0,0.5,0.007360743,0.098051035,1.25589938
2021-12-27 00:00:00,0.039105,0.022219318,0,0.5,0.011109659,0.12244898,1.280961653
2021-12-28 00:00:00,0.034922,-0.106968418,0,0.5,-0.053484209,0.002382388,1.158966223
2021-12-29 00:00:00,0.033635,-0.036853559,0,0.5,-0.01842678,-0.034558971,1.119183428
2021-12-30 00:00:00,0.033746,0.003300134,0,0.5,0.001650067,-0.031372887,1.122680222
2021-12-31 00:00:00,0.03337,-0.011142061,0,0.5,-0.005571031,-0.042165389,1.110854706
2022-01-01 00:00:00,0.03414,0.023074618,0,0.5,0.011537309,-0.020063722,1.135208289
2022-01-02 00:00:00,0.034039,-0.002958407,0,0.5,-0.001479203,-0.022962772,1.132049882
2022-01-03 00:00:00,0.033057,-0.028849261,0,0.5,-0.014424631,-0.051149574,1.10129585
2022-01-04 00:00:00,0.032434,-0.018846235,0,0.5,-0.009423118,-0.069031832,1.081495092
2022-01-05 00:00:00,0.03035,-0.064253561,0,0.5,-0.032126781,-0.128849852,1.014623356
2022-01-06 00:00:00,0.030734,0.012652389,0,0.5,0.006326194,-0.117827722,1.027368255
2022-01-07 00:00:00,0.029009,-0.056126765,0,0.5,-0.028063383,-0.167341198,0.970473444
2022-01-08 00:00:00,0.027725,-0.044262126,0,0.5,-0.022131063,-0.204196447,0.926864772
2022-01-09 00:00:00,0.028253,0.019044184,0,0.5,0.009522092,-0.189041017,0.945212556
2022-01-10 00:00:00,0.026682,-0.055604715,0,0.5,-0.027802357,-0.23413416,0.891131061
2022-01-11 00:00:00,0.027632,0.035604527,0,0.5,0.017802264,-0.206865869,0.924797475
2022-01-12 00:00:00,0.031451,0.138209323,0,0.5,0.069104661,-0.097247338,1.057809953
2022-01-13 00:00:00,0.029651,-0.057231885,0,0.5,-0.028615942,-0.148913574,0.998923782
2022-01-14 00:00:00,0.030743,0.036828437,0,0.5,0.018414219,-0.117569391,1.035732402
2022-01-15 00:00:00,0.030818,0.00243958,0,0.5,0.00121979,-0.115416631,1.038215567
2022-01-16 00:00:00,0.030491,-0.010610682,0,0.5,-0.005305341,-0.124802664,1.027402139
2022-01-17 00:00:00,0.028803,-0.055360598,0,0.5,-0.027680299,-0.173254112,0.971283041
2022-01-18 00:00:00,0.028054,-0.026004236,0,0.5,-0.013002118,-0.194753007,0.945652187
2022-01-19 00:00:00,0.02725,-0.028659015,0,0.5,-0.014329507,-0.217830592,0.917771949
2022-01-20 00:00:00,0.026425,-0.030275229,0,0.5,-0.015137615,-0.24151095,0.888741457
2022-01-21 00:00:00,0.022212,-0.159432356,0,0.5,-0.079716178,-0.362438646,0.738178207
2022-01-22 00:00:00,0.020508,-0.076715289,0,0.5,-0.038357645,-0.41134935,0.671505785
2022-01-23 00:00:00,0.022438,0.094109616,0,0.5,0.047054808,-0.355951663,0.750158169
