date,close_price_DOGEUSDT,return_DOGEUSDT,signal_DOGEUSDT,position_DOGEUSDT,signal_return_DOGEUSDT,cum_return_DOGEUSDT,cum_signal_return_DOGEUSDT
2021-12-29 00:00:00,0.16789,-0.03361538,-1,0,0,46.49363508,53.74878547
2021-12-30 00:00:00,0.17101,0.018583596,-1,0,0,47.37623762,53.74878547
2021-12-31 00:00:00,0.17028,-0.004268756,-1,0,0,47.16973126,53.74878547
2022-01-01 00:00:00,0.17316,0.016913319,-1,0,0,47.9844413,53.74878547
2022-01-02 00:00:00,0.17439,0.007103257,-1,0,0,48.33239038,53.74878547
2022-01-03 00:00:00,0.17022,-0.023911922,-1,0,0,47.15275813,53.74878547
2022-01-04 00:00:00,0.16835,-0.010985783,-1,0,0,46.62376238,53.74878547
2022-01-05 00:00:00,0.15887,-0.056311256,-1,0,0,43.94200849,53.74878547
2022-01-06 00:00:00,0.15988,0.006357399,-1,0,0,44.22772277,53.74878547
2022-01-07 00:00:00,0.15506,-0.030147611,-1,0,0,42.86421499,53.74878547
2022-01-08 00:00:00,0.15094,-0.02657036,-1,0,0,41.69872702,53.74878547
2022-01-09 00:00:00,0.15042,-0.003445078,-1,0,0,41.55162659,53.74878547
2022-01-10 00:00:00,0.14295,-0.049660949,-1,0,0,39.43847242,53.74878547
2022-01-11 00:00:00,0.1537,0.075201119,-1,0,0,42.47949081,53.74878547
2022-01-12 00:00:00,0.16269,0.058490566,0,0.5,0,45.02263083,53.74878547
2022-01-13 00:00:00,0.17168,0.055258467,-1,0,0.027629234,47.56577086,55.26145245
2022-01-14 00:00:00,0.18318,0.066985089,0,0.5,0,50.81895332,55.26145245
2022-01-15 00:00:00,0.18442,0.006769298,0,0.5,0.003384649,51.16973126,55.45187771
2022-01-16 00:00:00,0.17659,-0.042457434,0,0.5,-0.021228717,48.95473833,54.25347677
2022-01-17 00:00:00,0.17087,-0.032391415,-1,0,-0.016195708,47.33663366,53.35860762
2022-01-18 00:00:00,0.16498,-0.03447065,-1,0,0,45.67043847,53.35860762
2022-01-19 00:00:00,0.16152,-0.020972239,-1,0,0,44.69165488,53.35860762
2022-01-20 00:00:00,0.15522,-0.039004458,-1,0,0,42.90947666,53.35860762
2022-01-21 00:00:00,0.14189,-0.085878108,-1,0,0,39.13861386,53.35860762
2022-01-22 00:00:00,0.13314,-0.061667489,-1,0,0,36.66336634,53.35860762
2022-01-23 00:00:00,0.14169,0.064218116,-1,0,0,39.08203678,53.35860762
2022-01-24 00:00:00,0.13718,-0.031830052,-1,0,0,37.80622348,53.35860762
2022-01-25 00:00:00,0.14265,0.039874617,-1,0,0,39.35360679,53.35860762
2022-01-26 00:00:00,0.14309,0.003084472,-1,0,0,39.47807638,53.35860762
2022-01-27 00:00:00,0.14141,-0.011740862,-1,0,0,39.00282885,53.35860762
2022-01-28 00:00:00,0.14135,-0.000424298,-1,0,0,38.98585573,53.35860762
2022-01-29 00:00:00,0.14289,0.010894942,-1,0,0,39.42149929,53.35860762
2022-01-30 00:00:00,0.13904,-0.026943803,-1,0,0,38.33239038,53.35860762
2022-01-31 00:00:00,0.14148,0.017548907,-1,0,0,39.02263083,53.35860762
2022-02-01 00:00:00,0.14223,0.005301103,-1,0,0,39.23479491,53.35860762
2022-02-02 00:00:00,0.13688,-0.03761513,-1,0,0,37.72135785,53.35860762
2022-02-03 00:00:00,0.13784,0.007013442,-1,0,0,37.99292786,53.35860762
2022-02-04 00:00:00,0.14776,0.071967499,-1,0,0,40.79915134,53.35860762
2022-02-05 00:00:00,0.14686,-0.006090958,-1,0,0,40.54455446,53.35860762
2022-02-06 00:00:00,0.15394,0.048209179,-1,0,0,42.54738331,53.35860762
2022-02-07 00:00:00,0.16532,0.073924906,0,0.5,0,45.76661952,53.35860762
2022-02-08 00:00:00,0.15811,-0.043612388,0,0.5,-0.021806194,43.72701556,52.17325328
2022-02-09 00:00:00,0.15923,0.007083676,0,0.5,0.003541838,44.04384724,52.36158432
2022-02-10 00:00:00,0.15138,-0.049299755,-1,0,-0.024649878,41.82319661,51.0462278
2022-02-11 00:00:00,0.1445,-0.04544854,-1,0,0,39.87694484,51.0462278
2022-02-12 00:00:00,0.14427,-0.001591696,-1,0,0,39.81188119,51.0462278
2022-02-13 00:00:00,0.14799,0.025784986,-1,0,0,40.86421499,51.0462278
2022-02-14 00:00:00,0.14572,-0.015338874,-1,0,0,40.22206506,51.0462278
2022-02-15 00:00:00,0.1516,0.040351359,-1,0,0,41.8854314,51.0462278
2022-02-16 00:00:00,0.14865,-0.019459103,-1,0,0,41.05091938,51.0462278
2022-02-17 00:00:00,0.13831,-0.069559368,-1,0,0,38.12588402,51.0462278
2022-02-18 00:00:00,0.13845,0.001012219,-1,0,0,38.16548798,51.0462278
2022-02-19 00:00:00,0.14077,0.016756952,-1,0,0,38.82178218,51.0462278
2022-02-20 00:00:00,0.13659,-0.029693827,-1,0,0,37.63932107,51.0462278
2022-02-21 00:00:00,0.12814,-0.061863972,-1,0,0,35.24893918,51.0462278
2022-02-22 00:00:00,0.1312,0.023880131,-1,0,0,36.1145686,51.0462278
2022-02-23 00:00:00,0.12725,-0.030106707,-1,0,0,34.99717115,51.0462278
2022-02-24 00:00:00,0.12394,-0.026011788,-1,0,0,34.06082037,51.0462278
2022-02-25 00:00:00,0.12749,0.028642892,-1,0,0,35.06506365,51.0462278
2022-02-26 00:00:00,0.1276,0.000862813,-1,0,0,35.09618105,51.0462278
2022-02-27 00:00:00,0.12282,-0.037460815,-1,0,0,33.74398868,51.0462278
2022-02-28 00:00:00,0.13343,0.086386582,-1,0,0,36.74540311,51.0462278
2022-03-01 00:00:00,0.13406,0.004721577,-1,0,0,36.92362093,51.0462278
2022-03-02 00:00:00,0.13302,-0.00775772,-1,0,0,36.62942008,51.0462278
2022-03-03 00:00:00,0.12955,-0.026086303,-1,0,0,35.64780764,51.0462278
2022-03-04 00:00:00,0.12249,-0.054496333,-1,0,0,33.65063649,51.0462278
2022-03-05 00:00:00,0.12491,0.019756715,-1,0,0,34.33521924,51.0462278
2022-03-06 00:00:00,0.12055,-0.034905132,-1,0,0,33.10183876,51.0462278
2022-03-07 00:00:00,0.11664,-0.032434674,-1,0,0,31.99575672,51.0462278
2022-03-08 00:00:00,0.11693,0.002486283,-1,0,0,32.07779349,51.0462278
2022-03-09 00:00:00,0.12145,0.038655606,-1,0,0,33.35643564,51.0462278
2022-03-10 00:00:00,0.11677,-0.038534376,-1,0,0,32.03253182,51.0462278
2022-03-11 00:00:00,0.11542,-0.011561189,-1,0,0,31.65063649,51.0462278
2022-03-12 00:00:00,0.11473,-0.005978167,-1,0,0,31.45544554,51.0462278
2022-03-13 00:00:00,0.11133,-0.029634795,-1,0,0,30.49363508,51.0462278
2022-03-14 00:00:00,0.11379,0.02209647,-1,0,0,31.18953324,51.0462278
2022-03-15 00:00:00,0.11256,-0.010809386,-1,0,0,30.84158416,51.0462278
2022-03-16 00:00:00,0.11697,0.039179104,-1,0,0,32.08910891,51.0462278
2022-03-17 00:00:00,0.11634,-0.005385996,-1,0,0,31.91089109,51.0462278
2022-03-18 00:00:00,0.11909,0.023637614,-1,0,0,32.68882603,51.0462278
2022-03-19 00:00:00,0.12351,0.037114787,-1,0,0,33.93917963,51.0462278
2022-03-20 00:00:00,0.11913,-0.035462716,-1,0,0,32.70014144,51.0462278
2022-03-21 00:00:00,0.11916,0.000251826,-1,0,0,32.70862801,51.0462278
2022-03-22 00:00:00,0.12236,0.026854649,-1,0,0,33.61386139,51.0462278
2022-03-23 00:00:00,0.12981,0.06088591,0,0.5,0,35.72135785,51.0462278
2022-03-24 00:00:00,0.13673,0.053308682,0,0.5,0.026654341,37.67892504,52.43348571
2022-03-25 00:00:00,0.13084,-0.043077598,0,0.5,-0.021538799,36.01272984,51.28259259
2022-03-26 00:00:00,0.13601,0.03951391,0,0.5,0.019756955,37.47524752,52.31553742
2022-03-27 00:00:00,0.14471,0.063965885,0,0.5,0.031982942,39.93635078,54.02072519
2022-03-28 00:00:00,0.14242,-0.015824753,0,0.5,-0.007912376,39.28854314,53.5853805
2022-03-29 00:00:00,0.1444,0.013902542,0,0.5,0.006951271,39.84865629,53.96481826
2022-03-30 00:00:00,0.14316,-0.008587258,0,0.5,-0.004293629,39.49787836,53.72881974
2022-03-31 00:00:00,0.13816,-0.034925957,0,0.5,-0.017462978,38.0834512,52.77309153
2022-04-01 00:00:00,0.14138,0.023306312,0,0.5,0.011653156,38.99434229,53.39971775
2022-04-02 00:00:00,0.13878,-0.018390154,0,0.5,-0.009195077,38.25884017,52.89950815
2022-04-03 00:00:00,0.14661,0.056420233,0,0.5,0.028210117,40.4738331,54.42001956
2022-04-04 00:00:00,0.14853,0.013095969,0,0.5,0.006547984,41.01697313,54.78290899
2022-04-05 00:00:00,0.17266,0.162458763,0,0.5,0.081229381,47.84299859,59.31412017
2022-04-06 00:00:00,0.14324,-0.170392679,0,0.5,-0.08519634,39.52050919,54.17557791
2022-04-07 00:00:00,0.14582,0.018011729,0,0.5,0.009005864,40.25035361,54.67248167
2022-04-08 00:00:00,0.14232,-0.024002194,0,0.5,-0.012001097,39.2602546,54.00435081
2022-04-09 00:00:00,0.14413,0.012717819,0,0.5,0.006358909,39.77227723,54.35411849
2022-04-10 00:00:00,0.14821,0.028307778,0,0.5,0.014153889,40.92644979,55.13759454
2022-04-11 00:00:00,0.13406,-0.09547264,0,0.5,-0.04773632,36.92362093,52.45779235
2022-04-12 00:00:00,0.13792,0.028793078,0,0.5,0.014396539,38.0155587,53.22739954
2022-04-13 00:00:00,0.13991,0.014428654,0,0.5,0.007214327,38.57850071,53.61861374
2022-04-14 00:00:00,0.14409,0.029876349,0,0.5,0.014938175,39.76096181,54.43451612
2022-04-15 00:00:00,0.14581,0.011936984,0,0.5,0.005968492,40.24752475,54.76537659
2022-04-16 00:00:00,0.14343,-0.016322612,0,0.5,-0.008161306,39.57425743,54.31025829
2022-04-17 00:00:00,0.1391,-0.030188942,0,0.5,-0.015094471,38.34936351,53.47537919
2022-04-18 00:00:00,0.14013,0.007404745,0,0.5,0.003702372,38.6407355,53.67706733
2022-04-19 00:00:00,0.14254,0.017198316,0,0.5,0.008599158,39.32248939,54.14724407
2022-04-20 00:00:00,0.14068,-0.013048969,0,0.5,-0.006524484,38.79632249,53.78743674
2022-04-21 00:00:00,0.1362,-0.031845323,0,0.5,-0.015922661,37.52899576,52.91507494
2022-04-22 00:00:00,0.13627,0.00051395,0,0.5,0.000256975,37.54879774,52.92892977
2022-04-23 00:00:00,0.13383,-0.017905629,-1,0,-0.008952814,36.85855728,52.44611408
2022-04-24 00:00:00,0.13171,-0.015840992,0,0.5,0,36.25884017,52.44611408
2022-04-25 00:00:00,0.15811,0.200440361,0,0.5,0.100220181,43.72701556,57.80249329
2022-04-26 00:00:00,0.13758,-0.12984631,-1,0,-0.064923155,37.91937765,53.98484991
2022-04-27 00:00:00,0.13986,0.016572176,-1,0,0,38.56435644,53.98484991
2022-04-28 00:00:00,0.13739,-0.017660518,-1,0,0,37.86562942,53.98484991
2022-04-29 00:00:00,0.13488,-0.018269161,-1,0,0,37.15558699,53.98484991
2022-04-30 00:00:00,0.12724,-0.056642942,-1,0,0,34.99434229,53.98484991
2022-05-01 00:00:00,0.13257,0.041889343,-1,0,0,36.50212164,53.98484991
2022-05-02 00:00:00,0.13066,-0.014407483,-1,0,0,35.96181047,53.98484991
2022-05-03 00:00:00,0.12939,-0.009719884,-1,0,0,35.60254597,53.98484991
2022-05-04 00:00:00,0.13591,0.050390293,-1,0,0,37.44695898,53.98484991
2022-05-05 00:00:00,0.12804,-0.057905967,-1,0,0,35.22065064,53.98484991
2022-05-06 00:00:00,0.1277,-0.00265542,-1,0,0,35.12446959,53.98484991
2022-05-07 00:00:00,0.1274,-0.002349256,-1,0,0,35.03960396,53.98484991
2022-05-08 00:00:00,0.12405,-0.026295133,-1,0,0,34.09193777,53.98484991
2022-05-09 00:00:00,0.10168,-0.180330512,-1,0,0,27.76379066,53.98484991
2022-05-10 00:00:00,0.10798,0.061959087,-1,0,0,29.54596888,53.98484991
2022-05-11 00:00:00,0.08513,-0.211613262,-1,0,0,23.08203678,53.98484991
2022-05-12 00:00:00,0.0826,-0.029719253,-1,0,0,22.36633663,53.98484991
2022-05-13 00:00:00,0.08806,0.066101695,-1,0,0,23.91089109,53.98484991
2022-05-14 00:00:00,0.0894,0.015216898,-1,0,0,24.28995757,53.98484991
2022-05-15 00:00:00,0.09308,0.041163311,-1,0,0,25.33097595,53.98484991
2022-05-16 00:00:00,0.08792,-0.055436184,-1,0,0,23.87128713,53.98484991
2022-05-17 00:00:00,0.09012,0.025022748,-1,0,0,24.49363508,53.98484991
2022-05-18 00:00:00,0.08333,-0.075343986,-1,0,0,22.572843,53.98484991
2022-05-19 00:00:00,0.08658,0.03900156,-1,0,0,23.49222065,53.98484991
2022-05-20 00:00:00,0.08384,-0.031647032,-1,0,0,22.71711457,53.98484991
2022-05-21 00:00:00,0.08434,0.00596374,-1,0,0,22.85855728,53.98484991
2022-05-22 00:00:00,0.08582,0.01754802,-1,0,0,23.27722772,53.98484991
2022-05-23 00:00:00,0.08329,-0.029480308,-1,0,0,22.56152758,53.98484991
2022-05-24 00:00:00,0.08362,0.00396206,-1,0,0,22.65487977,53.98484991
2022-05-25 00:00:00,0.08291,-0.008490792,-1,0,0,22.45403112,53.98484991
2022-05-26 00:00:00,0.07778,-0.061874322,-1,0,0,21.00282885,53.98484991
2022-05-27 00:00:00,0.0815,0.047827205,-1,0,0,22.05516266,53.98484991
2022-05-28 00:00:00,0.08179,0.003558282,-1,0,0,22.13719943,53.98484991
2022-05-29 00:00:00,0.08267,0.010759262,-1,0,0,22.38613861,53.98484991
2022-05-30 00:00:00,0.08795,0.063868392,-1,0,0,23.87977369,53.98484991
2022-05-31 00:00:00,0.08588,-0.0235361,-1,0,0,23.29420085,53.98484991
2022-06-01 00:00:00,0.081,-0.056823475,-1,0,0,21.91371994,53.98484991
2022-06-02 00:00:00,0.08272,0.021234568,-1,0,0,22.40028289,53.98484991
2022-06-03 00:00:00,0.08026,-0.029738878,-1,0,0,21.70438472,53.98484991
2022-06-04 00:00:00,0.08184,0.01968602,-1,0,0,22.15134371,53.98484991
2022-06-05 00:00:00,0.081,-0.01026393,-1,0,0,21.91371994,53.98484991
2022-06-06 00:00:00,0.08245,0.017901235,-1,0,0,22.32390382,53.98484991
2022-06-07 00:00:00,0.08031,-0.025955124,-1,0,0,21.718529,53.98484991
2022-06-08 00:00:00,0.07923,-0.013447889,-1,0,0,21.41301273,53.98484991
2022-06-09 00:00:00,0.07931,0.001009719,-1,0,0,21.43564356,53.98484991
2022-06-10 00:00:00,0.07533,-0.050182827,-1,0,0,20.30975955,53.98484991
2022-06-11 00:00:00,0.06986,-0.072613832,-1,0,0,18.76237624,53.98484991
2022-06-12 00:00:00,0.06344,-0.091898082,-1,0,0,16.94625177,53.98484991
2022-06-13 00:00:00,0.05415,-0.146437579,-1,0,0,14.31824611,53.98484991
2022-06-14 00:00:00,0.05553,0.025484765,-1,0,0,14.70862801,53.98484991
2022-06-15 00:00:00,0.06283,0.131460472,-1,0,0,16.77369165,53.98484991
2022-06-16 00:00:00,0.05519,-0.121597963,-1,0,0,14.61244696,53.98484991
