date,close_price_ARBUSDT,return_ARBUSDT,signal_ARBUSDT,position_ARBUSDT,signal_return_ARBUSDT,cum_return_ARBUSDT,cum_signal_return_ARBUSDT
2023-06-20 00:00:00,1.083,0.075578508,0,0.5,0.037789254,-0.181344017,-0.06688584
2023-06-21 00:00:00,1.1402,0.052816251,0,0.5,0.026408126,-0.138105677,-0.042244045
2023-06-22 00:00:00,1.0868,-0.046833889,0,0.5,-0.023416944,-0.17847154,-0.064671763
2023-06-23 00:00:00,1.1345,0.04389032,0,0.5,0.02194516,-0.142414393,-0.044145835
2023-06-24 00:00:00,1.0793,-0.048655796,0,0.5,-0.024327898,-0.184140903,-0.067399757
2023-06-25 00:00:00,1.1129,0.031131289,0,0.5,0.015565644,-0.158742157,-0.052883233
2023-06-26 00:00:00,1.139,0.023452242,0,0.5,0.011726121,-0.139012775,-0.041777227
2023-06-27 00:00:00,1.2061,0.058911326,0,0.5,0.029455663,-0.088290876,-0.013552141
2023-06-28 00:00:00,1.1204,-0.071055468,0,0.5,-0.035527734,-0.153072795,-0.048598398
2023-06-29 00:00:00,1.1287,0.007408069,0,0.5,0.003704034,-0.1467987,-0.045074374
2023-06-30 00:00:00,1.1635,0.030831931,0,0.5,0.015415965,-0.120492857,-0.030353273
2023-07-01 00:00:00,1.1512,-0.010571551,0,0.5,-0.005285776,-0.129790612,-0.035478608
2023-07-02 00:00:00,1.1509,-0.000260598,0,0.5,-0.000130299,-0.130017386,-0.035604284
2023-07-03 00:00:00,1.1689,0.015639934,0,0.5,0.007819967,-0.116410915,-0.028062742
2023-07-04 00:00:00,1.148,-0.017880058,0,0.5,-0.008940029,-0.13220954,-0.036751889
2023-07-05 00:00:00,1.1112,-0.032055749,0,0.5,-0.016027875,-0.160027213,-0.052190709
2023-07-06 00:00:00,1.0674,-0.039416847,0,0.5,-0.019708423,-0.193136291,-0.070870536
2023-07-07 00:00:00,1.1312,0.059771407,0,0.5,0.029885704,-0.144908912,-0.043102848
2023-07-08 00:00:00,1.1241,-0.006276521,0,0.5,-0.00313826,-0.150275909,-0.04610584
2023-07-09 00:00:00,1.124,-8.89601E-05,0,0.5,-4.448E-05,-0.1503515,-0.046148269
2023-07-10 00:00:00,1.1189,-0.004537367,0,0.5,-0.002268683,-0.154206667,-0.048312257
2023-07-11 00:00:00,1.1267,0.006971132,0,0.5,0.003485566,-0.14831053,-0.044995086
2023-07-12 00:00:00,1.1212,-0.004881512,0,0.5,-0.002440756,-0.152468063,-0.047326021
2023-07-13 00:00:00,1.2243,0.091955048,0,0.5,0.045977524,-0.074533222,-0.00352443
2023-07-14 00:00:00,1.2144,-0.008086253,0,0.5,-0.004043127,-0.082016781,-0.007553307
2023-07-15 00:00:00,1.271,0.046607378,0,0.5,0.023303689,-0.03923199,0.015574363
2023-07-16 00:00:00,1.2707,-0.000236035,0,0.5,-0.000118017,-0.039458765,0.015454507
2023-07-17 00:00:00,1.3045,0.026599512,0,0.5,0.013299756,-0.013908837,0.028959804
2023-07-18 00:00:00,1.2444,-0.046071292,0,0.5,-0.023035646,-0.05933933,0.005257051
2023-07-19 00:00:00,1.2659,0.017277403,0,0.5,0.008638701,-0.043087157,0.013941166
2023-07-20 00:00:00,1.2608,-0.004028754,0,0.5,-0.002014377,-0.046942324,0.011898706
2023-07-21 00:00:00,1.2327,-0.022287437,0,0.5,-0.011143718,-0.068183536,0.000622392
2023-07-22 00:00:00,1.2252,-0.006084205,0,0.5,-0.003042103,-0.073852899,-0.002421604
2023-07-23 00:00:00,1.2506,0.020731309,1,1,0.010365655,-0.054652657,0.007918949
2023-07-24 00:00:00,1.1856,-0.051975052,0,0.5,-0.051975052,-0.103787134,-0.044467691
2023-07-25 00:00:00,1.168,-0.014844804,1,1,-0.007422402,-0.117091239,-0.051560036
2023-07-26 00:00:00,1.1969,0.024743151,0,0.5,0.024743151,-0.095245294,-0.028092643
2023-07-27 00:00:00,1.1723,-0.020553095,-1,0,-0.010276548,-0.113840804,-0.038080495
2023-07-28 00:00:00,1.173,0.000597117,0,0.5,0,-0.113311664,-0.038080495
2023-07-29 00:00:00,1.1815,0.007246377,0,0.5,0.003623188,-0.106886386,-0.034595279
2023-07-30 00:00:00,1.1575,-0.020313161,-1,0,-0.010156581,-0.125028347,-0.04440049
2023-07-31 00:00:00,1.1689,0.009848812,0,0.5,0,-0.116410915,-0.04440049
2023-08-01 00:00:00,1.1621,-0.005817435,1,1,-0.002908718,-0.121551138,-0.047180059
2023-08-02 00:00:00,1.1327,-0.025299028,-1,0,-0.025299028,-0.14377504,-0.071285477
2023-08-03 00:00:00,1.1286,-0.00361967,-1,0,0,-0.146874291,-0.071285477
2023-08-04 00:00:00,1.1572,0.025341131,0,0.5,0,-0.125255121,-0.071285477
2023-08-05 00:00:00,1.1367,-0.017715175,0,0.5,-0.008857587,-0.14075138,-0.079511647
2023-08-06 00:00:00,1.138,0.001143661,0,0.5,0.000571831,-0.13976869,-0.078985284
2023-08-07 00:00:00,1.1342,-0.003339192,0,0.5,-0.001669596,-0.142641167,-0.080523006
2023-08-08 00:00:00,1.1594,0.022218304,0,0.5,0.011109152,-0.123592108,-0.070308397
2023-08-09 00:00:00,1.1761,0.014404002,0,0.5,0.007202001,-0.110968327,-0.063612757
2023-08-10 00:00:00,1.1598,-0.013859366,0,0.5,-0.006929683,-0.123289742,-0.070101623
2023-08-11 00:00:00,1.1585,-0.001120883,0,0.5,-0.000560441,-0.124272432,-0.070622777
2023-08-12 00:00:00,1.1636,0.004402244,-1,0,0.002201122,-0.120417265,-0.068577104
2023-08-13 00:00:00,1.1403,-0.020024063,-1,0,0,-0.138030085,-0.068577104
2023-08-14 00:00:00,1.1414,0.000964658,-1,0,0,-0.137198579,-0.068577104
2023-08-15 00:00:00,1.1295,-0.010425793,-1,0,0,-0.146193968,-0.068577104
2023-08-16 00:00:00,1.0487,-0.071536078,-1,0,0,-0.207271903,-0.068577104
2023-08-17 00:00:00,0.9836,-0.062076857,-1,0,0,-0.256481971,-0.068577104
2023-08-18 00:00:00,1.0065,0.023281822,-1,0,0,-0.239171517,-0.068577104
2023-08-19 00:00:00,1.0204,0.013810233,-1,0,0,-0.228664298,-0.068577104
2023-08-20 00:00:00,1.0285,0.007938064,-1,0,0,-0.222541386,-0.068577104
2023-08-21 00:00:00,0.9936,-0.033932912,-1,0,0,-0.248922821,-0.068577104
2023-08-22 00:00:00,0.9812,-0.012479871,-1,0,0,-0.258296168,-0.068577104
2023-08-23 00:00:00,1.0082,0.027517326,-1,0,0,-0.237886462,-0.068577104
2023-08-24 00:00:00,0.9804,-0.027573894,-1,0,0,-0.2589009,-0.068577104
2023-08-25 00:00:00,0.9487,-0.032333741,-1,0,0,-0.282863406,-0.068577104
2023-08-26 00:00:00,0.9501,0.001475704,-1,0,0,-0.281805125,-0.068577104
2023-08-27 00:00:00,0.9581,0.008420166,-1,0,0,-0.275757805,-0.068577104
2023-08-28 00:00:00,0.9492,-0.009289218,-1,0,0,-0.282485449,-0.068577104
2023-08-29 00:00:00,0.9704,0.022334598,-1,0,0,-0.26646005,-0.068577104
2023-08-30 00:00:00,0.9418,-0.029472383,-1,0,0,-0.28807922,-0.068577104
2023-08-31 00:00:00,0.9157,-0.02771289,-1,0,0,-0.307808602,-0.068577104
2023-09-01 00:00:00,0.8842,-0.034399913,-1,0,0,-0.331619926,-0.068577104
2023-09-02 00:00:00,0.8877,0.00395838,-1,0,0,-0.328974223,-0.068577104
2023-09-03 00:00:00,0.9044,0.018812662,-1,0,0,-0.316350442,-0.068577104
2023-09-04 00:00:00,0.8963,-0.008956214,-1,0,0,-0.322473354,-0.068577104
2023-09-05 00:00:00,0.9006,0.004797501,-1,0,0,-0.319222919,-0.068577104
2023-09-06 00:00:00,0.9012,0.000666223,-1,0,0,-0.31876937,-0.068577104
2023-09-07 00:00:00,0.9126,0.0126498,-1,0,0,-0.310151939,-0.068577104
2023-09-08 00:00:00,0.9013,-0.012382205,-1,0,0,-0.318693779,-0.068577104
2023-09-09 00:00:00,0.8977,-0.003994231,-1,0,0,-0.321415073,-0.068577104
2023-09-10 00:00:00,0.8437,-0.060153726,-1,0,0,-0.362234485,-0.068577104
2023-09-11 00:00:00,0.7617,-0.097190945,-1,0,0,-0.424219518,-0.068577104
2023-09-12 00:00:00,0.7825,0.027307339,-1,0,0,-0.408496485,-0.068577104
2023-09-13 00:00:00,0.7852,0.003450479,-1,0,0,-0.406455514,-0.068577104
2023-09-14 00:00:00,0.8034,0.023178808,-1,0,0,-0.392697861,-0.068577104
2023-09-15 00:00:00,0.8076,0.005227782,-1,0,0,-0.389523018,-0.068577104
2023-09-16 00:00:00,0.8276,0.024764735,-1,0,0,-0.374404717,-0.068577104
2023-09-17 00:00:00,0.7943,-0.040236829,-1,0,0,-0.399576688,-0.068577104
2023-09-18 00:00:00,0.8232,0.036384238,-1,0,0,-0.377730743,-0.068577104
2023-09-19 00:00:00,0.8637,0.049198251,-1,0,0,-0.347116184,-0.068577104
2023-09-20 00:00:00,0.8601,-0.004168114,-1,0,0,-0.349837478,-0.068577104
2023-09-21 00:00:00,0.8217,-0.044645971,-1,0,0,-0.378864616,-0.068577104
2023-09-22 00:00:00,0.8397,0.021905805,-1,0,0,-0.365258145,-0.068577104
2023-09-23 00:00:00,0.8202,-0.023222579,-1,0,0,-0.379998488,-0.068577104
2023-09-24 00:00:00,0.8068,-0.016337479,-1,0,0,-0.39012775,-0.068577104
2023-09-25 00:00:00,0.8065,-0.000371839,-1,0,0,-0.390354524,-0.068577104
2023-09-26 00:00:00,0.826,0.024178549,-1,0,0,-0.375614181,-0.068577104
2023-09-27 00:00:00,0.8182,-0.009443099,-1,0,0,-0.381510318,-0.068577104
2023-09-28 00:00:00,0.8922,0.090442435,-1,0,0,-0.325572606,-0.068577104
2023-09-29 00:00:00,0.9015,0.010423672,-1,0,0,-0.318542596,-0.068577104
2023-09-30 00:00:00,0.907,0.006100943,-1,0,0,-0.314385063,-0.068577104
2023-10-01 00:00:00,0.9688,0.068136714,0,0.5,0,-0.267669514,-0.068577104
2023-10-02 00:00:00,0.9309,-0.039120562,0,0.5,-0.019560281,-0.296318694,-0.086795997
2023-10-03 00:00:00,0.9049,-0.02792996,0,0.5,-0.01396498,-0.315972485,-0.099548873
2023-10-04 00:00:00,0.8831,-0.02409106,-1,0,-0.01204553,-0.332451432,-0.110395284
2023-10-05 00:00:00,0.8567,-0.029894689,-1,0,0,-0.352407589,-0.110395284
2023-10-06 00:00:00,0.8892,0.037936267,-1,0,0,-0.327840351,-0.110395284
2023-10-07 00:00:00,0.8682,-0.023616734,-1,0,0,-0.343714566,-0.110395284
2023-10-08 00:00:00,0.8463,-0.025224603,-1,0,0,-0.360269106,-0.110395284
2023-10-09 00:00:00,0.8194,-0.031785419,-1,0,0,-0.38060322,-0.110395284
2023-10-10 00:00:00,0.8227,0.004027337,-1,0,0,-0.378108701,-0.110395284
2023-10-11 00:00:00,0.8157,-0.008508569,0,0.5,0,-0.383400106,-0.110395284
2023-10-12 00:00:00,0.8037,-0.014711291,0,0.5,-0.007355645,-0.392471086,-0.116938901
2023-10-13 00:00:00,0.8065,0.003483887,0,0.5,0.001741944,-0.390354524,-0.115400659
2023-10-14 00:00:00,0.8027,-0.004711717,-1,0,-0.002355859,-0.393227001,-0.11748465
2023-10-15 00:00:00,0.8033,0.000747477,-1,0,0,-0.392773452,-0.11748465
2023-10-16 00:00:00,0.8189,0.019419893,-1,0,0,-0.380981178,-0.11748465
2023-10-17 00:00:00,0.7833,-0.043472952,-1,0,0,-0.407891753,-0.11748465
2023-10-18 00:00:00,0.7821,-0.00153198,-1,0,0,-0.408798851,-0.11748465
2023-10-19 00:00:00,0.7689,-0.016877637,-1,0,0,-0.418776929,-0.11748465
2023-10-20 00:00:00,0.7996,0.039927169,-1,0,0,-0.395570338,-0.11748465
2023-10-21 00:00:00,0.8323,0.040895448,0,0.5,0,-0.370851916,-0.11748465
2023-10-22 00:00:00,0.8527,0.024510393,0,0.5,0.012255196,-0.35543125,-0.106669251
2023-10-23 00:00:00,0.884,0.036706931,0,0.5,0.018353465,-0.331771109,-0.090273536
2023-10-24 00:00:00,0.8996,0.017647059,0,0.5,0.008823529,-0.319978834,-0.082246537
2023-10-25 00:00:00,0.9229,0.0259004,0,0.5,0.0129502,-0.302366014,-0.070361446
2023-10-26 00:00:00,0.9376,0.015928053,0,0.5,0.007964026,-0.291254063,-0.06295778
2023-10-27 00:00:00,0.9154,-0.023677474,0,0.5,-0.011838737,-0.308035377,-0.074051177
2023-10-28 00:00:00,0.92,0.005025126,0,0.5,0.002512563,-0.304558168,-0.071724672
2023-10-29 00:00:00,0.9489,0.031413043,0,0.5,0.015706522,-0.282712223,-0.057144696
2023-10-30 00:00:00,0.9657,0.017704711,0,0.5,0.008852355,-0.270012851,-0.048798205
2023-10-31 00:00:00,0.9455,-0.020917469,-1,0,-0.010458735,-0.285282334,-0.058746573
2023-11-01 00:00:00,1.0421,0.102168165,0,0.5,0,-0.212260942,-0.058746573
2023-11-02 00:00:00,0.9908,-0.049227521,0,0.5,-0.024613761,-0.251039383,-0.081914359
2023-11-03 00:00:00,1.0607,0.070549051,0,0.5,0.035274526,-0.198200922,-0.049529324
2023-11-04 00:00:00,1.0969,0.034128406,0,0.5,0.017064203,-0.170836798,-0.033310299
2023-11-05 00:00:00,1.0908,-0.005561127,0,0.5,-0.002780563,-0.17544788,-0.035998241
2023-11-06 00:00:00,1.125,0.031353135,1,1,0.015676568,-0.149595585,-0.020886002
2023-11-07 00:00:00,1.0832,-0.037155556,0,0.5,-0.037155556,-0.181192834,-0.057265527
2023-11-08 00:00:00,1.0939,0.009878139,0,0.5,0.004939069,-0.173104543,-0.052609296
2023-11-09 00:00:00,1.2087,0.104945607,1,1,0.052472804,-0.086325497,-0.00289705
2023-11-10 00:00:00,1.1743,-0.028460329,0,0.5,-0.028460329,-0.112328974,-0.031274928
2023-11-11 00:00:00,1.1384,-0.030571404,0,0.5,-0.015285702,-0.139466324,-0.046082571
2023-11-12 00:00:00,1.1569,0.016250878,0,0.5,0.008125439,-0.125481896,-0.038331573
2023-11-13 00:00:00,1.1153,-0.035958164,0,0.5,-0.017979082,-0.156927961,-0.055621488
2023-11-14 00:00:00,1.0773,-0.03407155,0,0.5,-0.017035775,-0.185652733,-0.071709708
2023-11-15 00:00:00,1.143,0.060985798,0,0.5,0.030492899,-0.135989115,-0.043403446
2023-11-16 00:00:00,1.0791,-0.055905512,0,0.5,-0.027952756,-0.184292086,-0.070142956
2023-11-17 00:00:00,1.043,-0.033453804,0,0.5,-0.016726902,-0.211580618,-0.085696584
2023-11-18 00:00:00,1.033,-0.009587728,0,0.5,-0.004793864,-0.219139769,-0.09007963
2023-11-19 00:00:00,1.0468,0.013359148,0,0.5,0.006679574,-0.208708141,-0.084001749
2023-11-20 00:00:00,1.0273,-0.0186282,0,0.5,-0.0093141,-0.223448484,-0.092533449
2023-11-21 00:00:00,0.9502,-0.075051105,0,0.5,-0.037525552,-0.281729534,-0.126586632
2023-11-22 00:00:00,1.0193,0.072721532,0,0.5,0.036360766,-0.229495805,-0.094828653
2023-11-23 00:00:00,1.0169,-0.002354557,0,0.5,-0.001177279,-0.231310001,-0.095894292
2023-11-24 00:00:00,1.0497,0.032254892,0,0.5,0.016127446,-0.206515988,-0.081313376
2023-11-25 00:00:00,1.067,0.016480899,0,0.5,0.00824045,-0.193438657,-0.073742985
2023-11-26 00:00:00,1.0374,-0.027741331,0,0.5,-0.013870665,-0.215813743,-0.086590786
2023-11-27 00:00:00,1.0176,-0.019086177,0,0.5,-0.009543088,-0.23078086,-0.095307531
2023-11-28 00:00:00,1.0176,0,0,0.5,0,-0.23078086,-0.095307531
2023-11-29 00:00:00,1.0079,-0.009532233,0,0.5,-0.004766116,-0.238113236,-0.099619401
2023-11-30 00:00:00,1.0067,-0.001190594,0,0.5,-0.000595297,-0.239020334,-0.100155395
2023-12-01 00:00:00,1.0341,0.027217642,-1,0,0.013608821,-0.218308262,-0.087909571
2023-12-02 00:00:00,1.1117,0.075041099,0,0.5,0,-0.159649255,-0.087909571
2023-12-03 00:00:00,1.0981,-0.012233516,0,0.5,-0.006116758,-0.1699297,-0.093488607
2023-12-04 00:00:00,1.0934,-0.00428012,-1,0,-0.00214006,-0.173482501,-0.095428596
2023-12-05 00:00:00,1.092,-0.00128041,0,0.5,0,-0.174540782,-0.095428596
2023-12-06 00:00:00,1.0594,-0.02985348,-1,0,-0.01492674,-0.199183612,-0.108930898
2023-12-07 00:00:00,1.1726,0.106852936,0,0.5,0,-0.11361403,-0.108930898
2023-12-08 00:00:00,1.1674,-0.00443459,1,1,-0.002217295,-0.117544788,-0.110906661
2023-12-09 00:00:00,1.14,-0.023470961,-1,0,-0.023470961,-0.13825686,-0.131774536
2023-12-10 00:00:00,1.1568,0.014736842,-1,0,0,-0.125557487,-0.131774536
2023-12-11 00:00:00,1.0961,-0.052472337,-1,0,0,-0.17144153,-0.131774536
2023-12-12 00:00:00,1.2537,0.143782502,1,1,0,-0.05230932,-0.131774536
2023-12-13 00:00:00,1.187,-0.053202521,1,1,-0.053202521,-0.102728853,-0.177966319
2023-12-14 00:00:00,1.1842,-0.002358888,1,1,-0.002358888,-0.104845415,-0.179905405
2023-12-15 00:00:00,1.1007,-0.070511738,0,0.5,-0.070511738,-0.167964321,-0.2377317
2023-12-16 00:00:00,1.1255,0.022531117,1,1,0.011265558,-0.149217628,-0.229144322
2023-12-17 00:00:00,1.1074,-0.016081741,1,1,-0.016081741,-0.16289969,-0.241541024
2023-12-18 00:00:00,1.102,-0.004876287,1,1,-0.004876287,-0.166981631,-0.245239487
2023-12-19 00:00:00,1.0744,-0.025045372,1,1,-0.025045372,-0.187844886,-0.264142745
2023-12-20 00:00:00,1.1061,0.02950484,1,1,0.02950484,-0.16388238,-0.242431394
2023-12-21 00:00:00,1.1596,0.04836814,1,1,0.04836814,-0.123440925,-0.20578921
2023-12-22 00:00:00,1.4208,0.225250086,1,1,0.225250086,0.074004082,-0.026893161
2023-12-23 00:00:00,1.3949,-0.018229167,1,1,-0.018229167,0.054425883,-0.044632088
2023-12-24 00:00:00,1.3551,-0.028532511,1,1,-0.028532511,0.024340464,-0.071891133
2023-12-25 00:00:00,1.3891,0.025090399,1,1,0.025090399,0.050041575,-0.048604511
2023-12-26 00:00:00,1.3276,-0.04427327,1,1,-0.04427327,0.003552801,-0.090725901
2023-12-27 00:00:00,1.5063,0.134603796,1,1,0.134603796,0.138634817,0.031665845
2023-12-28 00:00:00,1.4694,-0.024497112,1,1,-0.024497112,0.110741553,0.006393011
2023-12-29 00:00:00,1.5107,0.02810671,1,1,0.02810671,0.141960844,0.034679407
