date,close_price_AVAXUSDT,return_AVAXUSDT,signal_AVAXUSDT,position_AVAXUSDT,signal_return_AVAXUSDT,cum_return_AVAXUSDT,cum_signal_return_AVAXUSDT
2020-12-01 00:00:00,3.5574,-0.040485502,0,0.5,-0.020242751,0.012465847,0.037244058
2020-12-02 00:00:00,3.7354,0.050036544,0,0.5,0.025018272,0.063126138,0.063194112
2020-12-03 00:00:00,3.8171,0.021871821,0,0.5,0.01093591,0.086378643,0.074821107
2020-12-04 00:00:00,3.5359,-0.073668492,0,0.5,-0.036834246,0.006346767,0.035230883
2020-12-05 00:00:00,3.6408,0.029667129,0,0.5,0.014833564,0.036202186,0.050587046
2020-12-06 00:00:00,3.5984,-0.011645792,0,0.5,-0.005822896,0.024134791,0.044469587
2020-12-07 00:00:00,3.3765,-0.061666296,0,0.5,-0.030833148,-0.039019809,0.012265302
2020-12-08 00:00:00,3.1113,-0.07854287,0,0.5,-0.039271435,-0.114497951,-0.027487809
2020-12-09 00:00:00,3.2588,0.047407836,0,0.5,0.023703918,-0.072518215,-0.00443546
2020-12-10 00:00:00,3.1474,-0.034184362,0,0.5,-0.017092181,-0.104223588,-0.021451829
2020-12-11 00:00:00,3.2383,0.028880981,0,0.5,0.014440491,-0.078352687,-0.007321114
2020-12-12 00:00:00,3.3375,0.030633357,0,0.5,0.015316679,-0.050119536,0.00788343
2020-12-13 00:00:00,3.3445,0.002097378,0,0.5,0.001048689,-0.048127277,0.008940386
2020-12-14 00:00:00,3.1491,-0.058424279,0,0.5,-0.029212139,-0.103739754,-0.020532921
2020-12-15 00:00:00,3.3012,0.048299514,0,0.5,0.024149757,-0.06045082,0.003120971
2020-12-16 00:00:00,3.3461,0.013601115,0,0.5,0.006800557,-0.047671903,0.009942753
2020-12-17 00:00:00,3.2177,-0.038373031,0,0.5,-0.019186516,-0.084215619,-0.00943453
2020-12-18 00:00:00,3.4123,0.060477981,0,0.5,0.030238991,-0.028830829,0.02051917
2020-12-19 00:00:00,3.466,0.015737186,0,0.5,0.007868593,-0.013547359,0.02854922
2020-12-20 00:00:00,3.3144,-0.043739181,0,0.5,-0.02186959,-0.056693989,0.00605527
2020-12-21 00:00:00,3.0923,-0.06701062,0,0.5,-0.03350531,-0.11990551,-0.027652924
2020-12-22 00:00:00,3.0735,-0.006079617,0,0.5,-0.003039809,-0.125256148,-0.030608673
2020-12-23 00:00:00,2.9529,-0.039238653,0,0.5,-0.019619327,-0.159579918,-0.049627478
2020-12-24 00:00:00,3.1062,0.051915067,0,0.5,0.025957533,-0.115949454,-0.024958151
2020-12-25 00:00:00,2.9534,-0.049191939,0,0.5,-0.024595969,-0.159437614,-0.048940251
2020-12-26 00:00:00,2.9265,-0.009108147,0,0.5,-0.004554073,-0.167093579,-0.053271447
2020-12-27 00:00:00,2.91,-0.005638134,0,0.5,-0.002819067,-0.171789617,-0.055940338
2020-12-28 00:00:00,2.9646,0.018762887,0,0.5,0.009381443,-0.15625,-0.047083696
2020-12-29 00:00:00,2.9253,-0.013256426,0,0.5,-0.006628213,-0.167435109,-0.053399828
2020-12-30 00:00:00,2.9166,-0.002974054,0,0.5,-0.001487027,-0.169911202,-0.054807448
2020-12-31 00:00:00,3.1926,0.094630734,0,0.5,0.047315367,-0.09135929,-0.010085315
2021-01-01 00:00:00,3.6541,0.144553029,0,0.5,0.072276514,0.039987477,0.061462268
2021-01-02 00:00:00,3.505,-0.040803481,0,0.5,-0.020401741,-0.002447632,0.03980659
2021-01-03 00:00:00,3.4907,-0.004079886,0,0.5,-0.002039943,-0.006517532,0.037685444
2021-01-04 00:00:00,3.6036,0.032343083,0,0.5,0.016171542,0.025614754,0.054466417
2021-01-05 00:00:00,4.2626,0.182872683,0,0.5,0.091436341,0.213171676,0.150882969
2021-01-06 00:00:00,4.5808,0.074649275,0,0.5,0.037324638,0.303734062,0.193839258
2021-01-07 00:00:00,4.4722,-0.023707649,0,0.5,-0.011853825,0.272825592,0.179687697
2021-01-08 00:00:00,5.7084,0.276418765,0,0.5,0.138209382,0.62465847,0.342731605
2021-01-09 00:00:00,7.1895,0.259459744,0,0.5,0.129729872,1.04619194,0.516924004
2021-01-10 00:00:00,6.5449,-0.08965853,0,0.5,-0.044829265,0.862733379,0.448921416
2021-01-11 00:00:00,6.4571,-0.013415025,0,0.5,-0.006707513,0.837744763,0.439202757
2021-01-12 00:00:00,7.7118,0.194313237,0,0.5,0.097156618,1.194842896,0.57903083
2021-01-13 00:00:00,8.4617,0.097240592,0,0.5,0.048620296,1.408270719,0.655803777
2021-01-14 00:00:00,9.3204,0.10148079,0,0.5,0.050740395,1.652663934,0.739819914
2021-01-15 00:00:00,9.3586,0.004098537,0,0.5,0.002049268,1.663535974,0.743385272
2021-01-16 00:00:00,12.7952,0.367213045,0,0.5,0.183606522,2.641621129,1.063482179
2021-01-17 00:00:00,13.1289,0.026080093,0,0.5,0.013040046,2.736594945,1.090390082
2021-01-18 00:00:00,12.6751,-0.034564967,0,0.5,-0.017282484,2.607439663,1.054262949
2021-01-19 00:00:00,11.7022,-0.076756791,0,0.5,-0.038378395,2.330544171,0.975423634
2021-01-20 00:00:00,12.3692,0.056997829,0,0.5,0.028498915,2.52037796,1.031721063
2021-01-21 00:00:00,11.2759,-0.088388901,1,1,-0.044194451,2.209215619,0.941930267
2021-01-22 00:00:00,12.7114,0.127306911,1,1,0.127306911,2.617770947,1.189151411
2021-01-23 00:00:00,12.8923,0.01423132,1,1,0.01423132,2.669256603,1.220305925
2021-01-24 00:00:00,12.4682,-0.032895604,1,1,-0.032895604,2.548554189,1.14726762
2021-01-25 00:00:00,12.1388,-0.02641921,1,1,-0.02641921,2.454804189,1.090538505
2021-01-26 00:00:00,12.1862,0.003904834,1,1,0.003904834,2.468294627,1.098701711
2021-01-27 00:00:00,11.1092,-0.088378658,1,1,-0.088378658,2.161771403,0.91322127
2021-01-28 00:00:00,11.9178,0.072786519,1,1,0.072786519,2.391905738,1.052477987
2021-01-29 00:00:00,11.5976,-0.026867375,1,1,-0.026867375,2.300774135,0.997333292
2021-01-30 00:00:00,12.0375,0.037930261,1,1,0.037930261,2.425973361,1.073092666
2021-01-31 00:00:00,13.4644,0.118537902,1,1,0.118537902,2.832081056,1.318832722
2021-02-01 00:00:00,13.2448,-0.016309676,1,1,-0.016309676,2.769581056,1.281013311
2021-02-02 00:00:00,13.4628,0.01645929,1,1,0.01645929,2.831625683,1.31855717
2021-02-03 00:00:00,14.8534,0.103292034,1,1,0.103292034,3.227402095,1.558045657
2021-02-04 00:00:00,15.29,0.029393943,1,1,0.029393943,3.351662113,1.633236707
2021-02-05 00:00:00,17.8632,0.168293002,1,1,0.168293002,4.084016393,2.076392017
2021-02-06 00:00:00,18.119,0.014319943,1,1,0.014319943,4.156819217,2.120445774
2021-02-07 00:00:00,23.7402,0.310237872,1,1,0.310237872,5.756659836,3.08852623
2021-02-08 00:00:00,30.1671,0.270718023,1,1,0.270718023,7.585809426,4.195363967
2021-02-09 00:00:00,31.9082,0.057715193,1,1,0.057715193,8.081341075,4.495215401
2021-02-10 00:00:00,54.9172,0.721099905,1,1,0.721099905,14.62989526,8.457814707
2021-02-11 00:00:00,47.5001,-0.13505969,1,1,-0.13505969,12.51892646,7.180445186
2021-02-12 00:00:00,48.4247,0.019465222,1,1,0.019465222,12.78207536,7.339679369
2021-02-13 00:00:00,44.2039,-0.08716213,1,1,-0.08716213,11.58080032,6.612775151
2021-02-14 00:00:00,39.2,-0.113200419,1,1,-0.113200419,10.15664845,5.751005814
2021-02-15 00:00:00,38.1642,-0.026423469,1,1,-0.026423469,9.861851093,5.572620819
2021-02-16 00:00:00,36.6762,-0.038989419,1,1,-0.038989419,9.438353825,5.316358149
2021-02-17 00:00:00,37.1984,0.014238116,1,1,0.014238116,9.586976321,5.406291191
2021-02-18 00:00:00,41.1329,0.105770678,1,1,0.105770678,10.70676799,6.083888956
2021-02-19 00:00:00,38.8859,-0.054627804,1,1,-0.054627804,10.06725296,5.696911658
2021-02-20 00:00:00,36.0081,-0.074006259,1,1,-0.074006259,9.248206967,5.201298277
2021-02-21 00:00:00,36.2344,0.006284697,1,1,0.006284697,9.312613843,5.240271558
2021-02-22 00:00:00,32.2924,-0.108791646,1,1,-0.108791646,8.190687614,4.561382147
2021-02-23 00:00:00,27.5483,-0.146910728,1,1,-0.146910728,6.840477004,3.744355446
2021-02-24 00:00:00,29.6555,0.076491108,1,1,0.076491108,7.44020378,4.107256452
2021-02-25 00:00:00,26.7276,-0.098730421,1,1,-0.098730421,6.606898907,3.603014873
2021-02-26 00:00:00,25.9372,-0.029572427,1,1,-0.029572427,6.381944444,3.466892551
2021-02-27 00:00:00,25.677,-0.010031923,1,1,-0.010031923,6.307889344,3.422081028
2021-02-28 00:00:00,23.925,-0.06823227,1,1,-0.06823227,5.809255464,3.120352401
2021-03-01 00:00:00,27.4816,0.148656217,1,1,0.148656217,6.821493625,3.732868403
2021-03-02 00:00:00,27.1118,-0.013456276,1,1,-0.013456276,6.716245446,3.669181618
2021-03-03 00:00:00,27.2227,0.00409047,1,1,0.00409047,6.747808515,3.688280765
2021-03-04 00:00:00,25.7677,-0.053448042,1,1,-0.053448042,6.333703324,3.43770134
2021-03-05 00:00:00,24.2636,-0.058371527,1,1,-0.058371527,5.905623862,3.178665936
2021-03-06 00:00:00,24.9377,0.027782357,1,1,0.027782357,6.09747837,3.294759125
2021-03-07 00:00:00,26.7401,0.072276112,1,1,0.072276112,6.610456512,3.605167617
2021-03-08 00:00:00,25.63,-0.04151443,1,1,-0.04151443,6.29451275,3.41398671
2021-03-09 00:00:00,34.3501,0.340230199,1,1,0.340230199,8.776326275,4.915758286
2021-03-10 00:00:00,29.6156,-0.137830749,0,0.5,-0.137830749,7.428847905,4.100384893
2021-03-11 00:00:00,30.8663,0.042231121,0,0.5,0.021115561,7.784807605,4.20808238
2021-03-12 00:00:00,28.0242,-0.092077768,0,0.5,-0.046038884,6.975922131,3.96830808
2021-03-13 00:00:00,30.9576,0.104673818,0,0.5,0.052336909,7.81079235,4.228333967
2021-03-14 00:00:00,28.8123,-0.069298008,0,0.5,-0.034649004,7.200221995,4.047177403
2021-03-15 00:00:00,28.9611,0.005164461,0,0.5,0.002582231,7.242571721,4.060210379
2021-03-16 00:00:00,33.0058,0.13965975,0,0.5,0.069829875,8.393727231,4.413564238
2021-03-17 00:00:00,32.7399,-0.00805616,0,0.5,-0.00402808,8.318049863,4.391757969
2021-03-18 00:00:00,33.2432,0.01537268,0,0.5,0.00768634,8.46129326,4.433200853
2021-03-19 00:00:00,37.3661,0.124022356,1,1,0.062011178,9.634705146,4.77012004
2021-03-20 00:00:00,34.231,-0.083902254,0,0.5,-0.083902254,8.742429417,4.285993965
2021-03-21 00:00:00,32.8665,-0.039861529,0,0.5,-0.019930765,8.354081284,4.180640064
2021-03-22 00:00:00,29.193,-0.111770344,0,0.5,-0.055885172,7.308572404,3.891119104
2021-03-23 00:00:00,28.4859,-0.02422156,0,0.5,-0.01211078,7.10732582,3.831883836
2021-03-24 00:00:00,25.8228,-0.093488357,0,0.5,-0.046744179,6.349385246,3.606021395
2021-03-25 00:00:00,25.8246,6.97058E-05,0,0.5,3.48529E-05,6.349897541,3.606181928
2021-03-26 00:00:00,28.2868,0.0953432,0,0.5,0.0476716,7.050660291,3.82576599
2021-03-27 00:00:00,27.6364,-0.022993057,1,1,-0.011496528,6.865551002,3.770286434
2021-03-28 00:00:00,28.7914,0.041792708,1,1,0.041792708,7.194273679,3.969649623
2021-03-29 00:00:00,29.6,0.028084775,1,1,0.028084775,7.424408015,4.109221116
2021-03-30 00:00:00,29.6998,0.003371622,1,1,0.003371622,7.452811931,4.126447477
2021-03-31 00:00:00,28.8004,-0.030283032,1,1,-0.030283032,7.196835155,3.971203103
2021-04-01 00:00:00,28.3045,-0.017218511,1,1,-0.017218511,7.05569786,3.885606388
2021-04-02 00:00:00,29.1181,0.028744546,1,1,0.028744546,7.287255237,4.026040925
2021-04-03 00:00:00,28.177,-0.032320103,1,1,-0.032320103,7.019410291,3.863598763
2021-04-04 00:00:00,29.2138,0.036795968,1,1,0.036795968,7.314492259,4.042559589
2021-04-05 00:00:00,31.355,0.073294128,1,1,0.073294128,7.923895719,4.412149598
2021-04-06 00:00:00,31.5321,0.005648222,1,1,0.005648222,7.974299863,4.44271862
2021-04-07 00:00:00,29.5754,-0.062054224,1,1,-0.062054224,7.417406648,4.104974939
2021-04-08 00:00:00,30.7944,0.041216687,0,0.5,0.041216687,7.764344262,4.315385093
2021-04-09 00:00:00,31.5737,0.025306549,1,1,0.012653275,7.986139572,4.38264212
2021-04-10 00:00:00,31.8805,0.009716948,1,1,0.009716948,8.073457423,4.434944973
2021-04-11 00:00:00,31.6214,-0.008127225,1,1,-0.008127225,7.999715392,4.390773952
2021-04-12 00:00:00,33.9088,0.072337088,1,1,0.072337088,8.650728597,4.780726843
2021-04-13 00:00:00,33.7292,-0.00529656,1,1,-0.00529656,8.599612933,4.750108875
2021-04-14 00:00:00,38.489,0.141118082,1,1,0.141118082,9.954291894,5.561553209
2021-04-15 00:00:00,37.0683,-0.036911845,1,1,-0.036911845,9.54994877,5.319354174
2021-04-16 00:00:00,35.5202,-0.041763447,1,1,-0.041763447,9.109346539,5.055436158
2021-04-17 00:00:00,33.9586,-0.043963716,1,1,-0.043963716,8.664902095,4.78921668
2021-04-18 00:00:00,29.3351,-0.136151078,0,0.5,-0.136151078,7.349015255,4.001008588
2021-04-19 00:00:00,26.1768,-0.107662834,0,0.5,-0.053831417,6.450136612,3.731797209
2021-04-20 00:00:00,27.4302,0.047882094,0,0.5,0.023941047,6.806864754,3.845081389
2021-04-21 00:00:00,25.8407,-0.05794708,0,0.5,-0.02897354,6.354479736,3.704702229
2021-04-22 00:00:00,23.97,-0.07239355,0,0.5,-0.036196775,5.822062842,3.534407182
2021-04-23 00:00:00,23.5679,-0.016775136,0,0.5,-0.008387568,5.707621812,3.496374534
2021-04-24 00:00:00,21.8333,-0.073600109,0,0.5,-0.036800054,5.213940118,3.330907707
2021-04-25 00:00:00,21.6154,-0.009980168,0,0.5,-0.004990084,5.151923953,3.309296114
2021-04-26 00:00:00,26.408,0.22172155,0,0.5,0.110860775,6.515938069,3.787028022
2021-04-27 00:00:00,28.0003,0.060296122,0,0.5,0.030148061,6.969119991,3.931347635
2021-04-28 00:00:00,28.2819,0.010057035,0,0.5,0.005028518,7.04926571,3.956145004
2021-04-29 00:00:00,27.9664,-0.011155545,0,0.5,-0.005577772,6.959471767,3.928500755
2021-04-30 00:00:00,32.8467,0.174505836,1,1,0.087252918,8.348446038,4.358526826
2021-05-01 00:00:00,31.853,-0.030252659,1,1,-0.030252659,8.065630692,4.196417144
2021-05-02 00:00:00,31.2878,-0.017744012,1,1,-0.017744012,7.904770036,4.104211858
2021-05-03 00:00:00,35.9222,0.148121632,1,1,0.148121632,9.223759107,4.860256049
2021-05-04 00:00:00,30.3941,-0.153890909,1,1,-0.153890909,7.650415528,3.95841592
2021-05-05 00:00:00,35.3226,0.162153181,1,1,0.162153181,9.053107923,4.762438835
2021-05-06 00:00:00,38.103,0.078714477,1,1,0.078714477,9.84443306,5.216026196
2021-05-07 00:00:00,37.8974,-0.005395901,1,1,-0.005395901,9.785917577,5.182485137
2021-05-08 00:00:00,38.4214,0.013826806,1,1,0.013826806,9.935052368,5.26796916
2021-05-09 00:00:00,39.025,0.015709995,1,1,0.015709995,10.10684199,5.366438923
2021-05-10 00:00:00,34.6661,-0.111695067,1,1,-0.111695067,8.866262523,4.6553391
2021-05-11 00:00:00,36.78,0.060978881,1,1,0.060978881,9.467896175,5.000195352
2021-05-12 00:00:00,32.992,-0.102990756,0,0.5,-0.102990756,8.389799636,4.382230697
2021-05-13 00:00:00,35.008,0.061105723,1,1,0.030552861,8.963570128,4.546673245
2021-05-14 00:00:00,37.017,0.057386883,0,0.5,0.057386883,9.535348361,4.864979534
2021-05-15 00:00:00,34.528,-0.067239377,0,0.5,-0.033619688,8.826958106,4.66780075
2021-05-16 00:00:00,36.652,0.061515292,1,1,0.030757646,9.431466302,4.842128959
2021-05-17 00:00:00,33.679,-0.081114264,0,0.5,-0.081114264,8.585325592,4.368248969
2021-05-18 00:00:00,36.966,0.09759791,1,1,0.048798955,9.520833333,4.630213908
2021-05-19 00:00:00,22.958,-0.378942812,0,0.5,-0.378942812,5.534039162,2.496684816
2021-05-20 00:00:00,25.022,0.089903302,0,0.5,0.044951651,6.121470856,2.653866571
2021-05-21 00:00:00,21.775,-0.129765806,0,0.5,-0.064882903,5.19734745,2.4167931
2021-05-22 00:00:00,18.746,-0.139104478,0,0.5,-0.069552239,4.33526867,2.179147491
2021-05-23 00:00:00,15.583,-0.168729329,0,0.5,-0.084364664,3.435052368,1.910939779
2021-05-24 00:00:00,19.422,0.246358211,0,0.5,0.123179105,4.527663934,2.269506737
2021-05-25 00:00:00,19.453,0.001596128,0,0.5,0.000798064,4.536486794,2.272116013
2021-05-26 00:00:00,20.816,0.070066314,0,0.5,0.035033157,4.924408015,2.386748567
2021-05-27 00:00:00,19.119,-0.081523828,0,0.5,-0.040761914,4.441427596,2.248698213
2021-05-28 00:00:00,16.716,-0.12568649,0,0.5,-0.062843245,3.757513661,2.044539476
2021-05-29 00:00:00,16.152,-0.033740129,0,0.5,-0.016870065,3.596994536,1.993177898
2021-05-30 00:00:00,16.497,0.021359584,0,0.5,0.010679792,3.695184426,2.025144415
2021-05-31 00:00:00,18.124,0.098623992,0,0.5,0.049311996,4.158242259,2.174320325
2021-06-01 00:00:00,17.751,-0.020580446,0,0.5,-0.010290223,4.052083333,2.141655861
2021-06-02 00:00:00,18.686,0.052673089,0,0.5,0.026336544,4.318192168,2.22439622
2021-06-03 00:00:00,20.262,0.084341218,0,0.5,0.042170609,4.766734973,2.360370973
2021-06-04 00:00:00,18.224,-0.100582371,0,0.5,-0.050291185,4.186703097,2.191373933
2021-06-05 00:00:00,17.202,-0.056079895,-1,0,-0.028039947,3.895833333,2.101887976
2021-06-06 00:00:00,17.375,0.01005697,-1,0,0,3.945070583,2.101887976
2021-06-07 00:00:00,15.52,-0.10676259,-1,0,0,3.41712204,2.101887976
2021-06-08 00:00:00,14.771,-0.048260309,-1,0,0,3.203950364,2.101887976
2021-06-09 00:00:00,15.392,0.042041839,-1,0,0,3.380692168,2.101887976
2021-06-10 00:00:00,14.178,-0.078872141,-1,0,0,3.035177596,2.101887976
2021-06-11 00:00:00,13.405,-0.054521089,-1,0,0,2.815175319,2.101887976
2021-06-12 00:00:00,13.529,0.00925028,-1,0,0,2.850466758,2.101887976
2021-06-13 00:00:00,14.734,0.089067928,-1,0,0,3.193419854,2.101887976
2021-06-14 00:00:00,15.107,0.025315597,-1,0,0,3.29957878,2.101887976
2021-06-15 00:00:00,14.716,-0.025882041,-1,0,0,3.188296903,2.101887976
2021-06-16 00:00:00,14.072,-0.043761892,-1,0,0,3.005009107,2.101887976
2021-06-17 00:00:00,14.846,0.055002843,-1,0,0,3.225295993,2.101887976
2021-06-18 00:00:00,13.636,-0.081503435,-1,0,0,2.880919854,2.101887976
2021-06-19 00:00:00,13.365,-0.019873863,-1,0,0,2.803790984,2.101887976
2021-06-20 00:00:00,13.911,0.040852974,-1,0,0,2.959187158,2.101887976
2021-06-21 00:00:00,11.168,-0.197182086,-1,0,0,2.178506375,2.101887976
2021-06-22 00:00:00,10.573,-0.053277221,-1,0,0,2.00916439,2.101887976
2021-06-23 00:00:00,11.449,0.082852549,-1,0,0,2.25848133,2.101887976
2021-06-24 00:00:00,11.491,0.003668443,-1,0,0,2.270434882,2.101887976
2021-06-25 00:00:00,10.227,-0.10999913,-1,0,0,1.910689891,2.101887976
2021-06-26 00:00:00,10.307,0.007822431,-1,0,0,1.933458561,2.101887976
2021-06-27 00:00:00,10.949,0.062287766,-1,0,0,2.11617714,2.101887976
2021-06-28 00:00:00,11.33,0.034797698,-1,0,0,2.224612933,2.101887976
2021-06-29 00:00:00,11.92,0.052074139,-1,0,0,2.392531876,2.101887976
2021-06-30 00:00:00,11.942,0.001845638,-1,0,0,2.39879326,2.101887976
2021-07-01 00:00:00,11.184,-0.063473455,-1,0,0,2.183060109,2.101887976
2021-07-02 00:00:00,11.1,-0.00751073,-1,0,0,2.159153005,2.101887976
2021-07-03 00:00:00,11.491,0.035225225,-1,0,0,2.270434882,2.101887976
2021-07-04 00:00:00,12.348,0.074580106,-1,0,0,2.514344262,2.101887976
2021-07-05 00:00:00,12.028,-0.025915128,-1,0,0,2.423269581,2.101887976
2021-07-06 00:00:00,13.375,0.111988693,-1,0,0,2.806637067,2.101887976
2021-07-07 00:00:00,13.087,-0.02153271,-1,0,0,2.724669854,2.101887976
2021-07-08 00:00:00,12.098,-0.075571178,-1,0,0,2.443192168,2.101887976
2021-07-09 00:00:00,12.556,0.037857497,-1,0,0,2.573542805,2.101887976
