date,close_price_SOLUSDT,return_SOLUSDT,signal_SOLUSDT,position_SOLUSDT,signal_return_SOLUSDT,cum_return_SOLUSDT,cum_signal_return_SOLUSDT
2020-11-17 00:00:00,2.207,-0.026895944,0,0.5,-0.013447972,-0.324270537,-0.139177452
2020-11-18 00:00:00,2.1166,-0.04096058,0,0.5,-0.02048029,-0.351948807,-0.156807347
2020-11-19 00:00:00,2.0797,-0.01743362,0,0.5,-0.00871681,-0.363246686,-0.164157297
2020-11-20 00:00:00,2.1052,0.012261384,0,0.5,0.006130692,-0.355439209,-0.159033003
2020-11-21 00:00:00,2.3991,0.139606688,0,0.5,0.069803344,-0.265454211,-0.100330695
2020-11-22 00:00:00,2.1502,-0.103747239,0,0.5,-0.051873619,-0.341661309,-0.146999798
2020-11-23 00:00:00,2.2826,0.061575667,0,0.5,0.030787834,-0.301123664,-0.120737769
2020-11-24 00:00:00,2.2894,0.002979059,0,0.5,0.001489529,-0.29904167,-0.119428082
2020-11-25 00:00:00,2.2673,-0.009653184,0,0.5,-0.004826592,-0.30580815,-0.123678244
2020-11-26 00:00:00,1.9032,-0.160587483,0,0.5,-0.080293741,-0.417286672,-0.194041396
2020-11-27 00:00:00,1.8558,-0.024905422,0,0.5,-0.012452711,-0.431799394,-0.204077766
2020-11-28 00:00:00,1.8821,0.014171786,0,0.5,0.007085893,-0.423746977,-0.198437946
2020-11-29 00:00:00,1.9093,0.014451942,0,0.5,0.007225971,-0.415419001,-0.192645882
2020-11-30 00:00:00,1.959,0.026030482,0,0.5,0.013015241,-0.400202076,-0.182137974
2020-12-01 00:00:00,1.9695,0.005359877,0,0.5,0.002679939,-0.396987232,-0.179946154
2020-12-02 00:00:00,2.116,0.074384362,0,0.5,0.037192181,-0.352132513,-0.149446563
2020-12-03 00:00:00,2.0989,-0.008081285,0,0.5,-0.004040643,-0.357368115,-0.152883345
2020-12-04 00:00:00,1.8463,-0.120348754,0,0.5,-0.060174377,-0.434708062,-0.203858062
2020-12-05 00:00:00,1.9776,0.071115203,0,0.5,0.035557602,-0.39450721,-0.175549164
2020-12-06 00:00:00,1.8515,-0.063764159,0,0.5,-0.031882079,-0.433115949,-0.201834371
2020-12-07 00:00:00,1.8299,-0.011666217,0,0.5,-0.005833108,-0.439729341,-0.206490158
2020-12-08 00:00:00,1.6617,-0.091917591,0,0.5,-0.045958796,-0.49122807,-0.242958914
2020-12-09 00:00:00,1.6553,-0.003851477,0,0.5,-0.001925739,-0.493187594,-0.244416778
2020-12-10 00:00:00,1.5686,-0.052377213,0,0.5,-0.026188606,-0.519733015,-0.264204449
2020-12-11 00:00:00,1.4406,-0.081601428,0,0.5,-0.040800714,-0.558923487,-0.294225433
2020-12-12 00:00:00,1.4886,0.03331945,0,0.5,0.016659725,-0.54422706,-0.282467423
2020-12-13 00:00:00,1.5636,0.05038291,0,0.5,0.025191455,-0.521263893,-0.264391733
2020-12-14 00:00:00,1.5936,0.019186493,0,0.5,0.009593246,-0.512078626,-0.257334862
2020-12-15 00:00:00,1.7534,0.100276104,0,0.5,0.050138052,-0.463151771,-0.220099078
2020-12-16 00:00:00,1.7869,0.019105737,0,0.5,0.009552869,-0.45289489,-0.212648787
2020-12-17 00:00:00,1.6808,-0.059376574,0,0.5,-0.029688287,-0.485380117,-0.236023896
2020-12-18 00:00:00,1.7003,0.011601618,0,0.5,0.005800809,-0.479409694,-0.231592216
2020-12-19 00:00:00,1.6683,-0.018820208,0,0.5,-0.009410104,-0.489207311,-0.238823014
2020-12-20 00:00:00,1.5638,-0.062638614,0,0.5,-0.031319307,-0.521202658,-0.262662549
