date,close,open,signal,position,asset_return,signal_return
2020-12-04,18664.2,19432.66,1.0,1.0,-0.039625816211543485,-0.039625816211543485
2020-12-05,19147.62,18662.72,1.0,1.0,0.025900922621917788,0.025900922621917788
2020-12-06,19375.02,19147.63,1.0,1.0,0.011876149620684062,0.011876149620684062
2020-12-07,19172.88,19375.0,1.0,1.0,-0.010433021488493899,-0.010433021488493899
2020-12-08,18319.32,19172.87,1.0,1.0,-0.044519133275752076,-0.044519133275752076
2020-12-09,18537.98,18319.33,1.0,1.0,0.011936032560160514,0.011936032560160514
2020-12-10,18253.51,18537.97,1.0,1.0,-0.015345253366332301,-0.015345253366332301
2020-12-11,18031.47,18254.0,1.0,1.0,-0.012164235809989266,-0.012164235809989266
2020-12-12,18800.0,18031.71,1.0,1.0,0.04262159435697699,0.04262159435697699
2020-12-13,19175.07,18800.0,1.0,1.0,0.0199505319148936,0.0199505319148936
2020-12-14,19270.7,19175.06,1.0,1.0,0.00498720474032166,0.00498720474032166
2020-12-15,19424.91,19270.71,1.0,1.0,0.008002304015941153,0.008002304015941153
2020-12-16,21346.8,19424.9,1.0,1.0,0.09893945454573538,0.09893945454573538
2020-12-17,22816.99,21346.81,1.0,1.0,0.06887168100136809,0.06887168100136809
2020-12-18,23124.35,22816.99,1.0,1.0,0.013470663746620204,0.013470663746620204
2020-12-19,23847.28,23124.35,1.0,1.0,0.03126271657365498,0.03126271657365498
2020-12-20,23472.96,23847.28,1.0,1.0,-0.015696549040393748,-0.015696549040393748
2020-12-21,22730.1,23472.96,1.0,1.0,-0.03164747863073092,-0.03164747863073092
2020-12-22,23826.99,22736.05,1.0,1.0,0.048257156809693,0.048257156809693
2020-12-23,23238.27,23826.74,1.0,1.0,-0.0247081146212762,-0.0247081146212762
2020-12-24,23737.44,23237.73,1.0,1.0,0.021480514685473517,0.021480514685473517
2020-12-25,24730.0,23738.75,1.0,1.0,0.04181411306358229,0.04181411306358229
2020-12-26,26508.83,24729.99,1.0,1.0,0.07193004448038831,0.07193004448038831
2020-12-27,26305.64,26508.84,1.0,1.0,-0.007664993136249354,-0.007664993136249354
2020-12-28,27102.66,26301.76,1.0,1.0,0.030298445504462146,0.030298445504462146
2020-12-29,27402.83,27101.45,1.0,1.0,0.011075296668297652,0.011075296668297652
2020-12-30,28906.99,27402.83,1.0,1.0,0.0548906809990064,0.0548906809990064
2020-12-31,28951.68,28906.99,1.0,1.0,0.0015459928550152213,0.0015459928550152213
2021-01-01,29337.16,28948.19,1.0,1.0,0.013314598669230904,0.013314598669230904
