date,close_price_BTCUSDT,close_price_ETHUSDT,close_price_SOLUSDT,return_BTCUSDT,return_ETHUSDT,return_SOLUSDT,signal_BTCUSDT,signal_ETHUSDT,signal_SOLUSDT,position_BTCUSDT,position_ETHUSDT,position_SOLUSDT,signal_return_BTCUSDT,signal_return_ETHUSDT,signal_return_SOLUSDT,signal_basket_return,cum_signal_basket_return
11/4/2021,61431.86,4535.37,246.995,-0.024061563,-0.01546046,0.015395683,1,1,1,0.324372033,0.298625972,0.207134865,-0.007745619,-0.00460501,0.003170769,-0.00918,9.758799
11/5/2021,61006,4477.29,236.231,-0.006932234,-0.012806011,-0.04357983,1,1,1,0.333333333,0.297004589,0.211470139,-0.002248623,-0.003824208,-0.009026902,-0.0151,9.596341
11/6/2021,61511.3,4521.4,258.336,0.008282792,0.009851942,0.093573663,1,1,1,0.333333333,0.297079535,0.203541335,0.002760931,0.002926072,0.019788036,0.025475,9.866283
11/7/2021,63316.4,4616.5,249.746,0.029345828,0.021033308,-0.03325127,1,1,1,0.333333333,0.297521629,0.200387852,0.009781943,0.006248565,-0.006768008,0.009263,9.966937
11/8/2021,67606.96,4814.3,248.42,0.067763802,0.042846312,-0.005309394,1,1,1,0.333121924,0.293265137,0.200854638,0.022587934,0.012747705,-0.001063938,0.034272,10.342796
11/9/2021,67009.98,4734.98,239.301,-0.008830156,-0.016475916,-0.036707995,1,1,1,0.332452999,0.303451422,0.204733554,-0.002941519,-0.004831812,-0.007372971,-0.015146,10.170998
11/10/2021,64920.13,4632.21,233.233,-0.031187146,-0.021704421,-0.025357186,1,1,1,0.333333333,0.302092643,0.204010832,-0.01036826,-0.006586237,-0.005191467,-0.022146,9.923605
11/11/2021,64831.3,4721.19,233.469,-0.001368297,0.019208974,0.001011864,1,1,1,0.333333333,0.304310488,0.205339874,-0.000456099,0.00580289,0.000206431,0.005553,9.984264
11/12/2021,64156.08,4665.99,228.572,-0.010415031,-0.011691967,-0.020974947,1,1,1,0.333333333,0.304720831,0.206099225,-0.003471677,-0.003557988,-0.004306993,-0.011337,9.859735
11/13/2021,64427,4644.42,241.568,0.004222827,-0.004622813,0.056857358,1,1,1,0.333333333,0.312418474,0.203899692,0.001407609,-0.001408667,0.011718257,0.011717,9.986979
11/14/2021,65568.39,4629.44,238.737,0.01771602,-0.003225376,-0.011719267,1,1,1,0.333333333,0.312841725,0.20998405,0.00590534,-0.001007667,-0.002389555,0.002508,10.014534
11/15/2021,63654.49,4567.01,238.282,-0.02918937,-0.013485432,-0.001905863,1,1,1,0.333333333,0.312260854,0.21308141,-0.00972979,-0.004218806,-0.000400201,-0.014349,9.856487
11/16/2021,60106.03,4209.42,219.043,-0.055745636,-0.078298493,-0.080740467,0,1,1,0,0.425301356,0.301157051,-0.018581879,-0.024449554,-0.017204293,-0.060236,9.202535
11/17/2021,60366.96,4287.99,219.073,0.004341162,0.018665279,0.000136959,0,1,1,0,0.429447496,0.302727629,0,0.007938369,4.12E-05,0.00798,9.283951
11/18/2021,56921.05,3997.72,195.18,-0.057082715,-0.067693721,-0.109064102,0,1,1,0,0.408756691,0.278782662,0,-0.029070899,-0.033016717,-0.062088,8.645441
11/19/2021,58069.51,4293.44,215.369,0.020176367,0.073972164,0.103437852,0,1,1,0,0.407971973,0.289540632,0,0.030236617,0.02883668,0.059073,9.215227
11/20/2021,59716.29,4412.55,217.695,0.028358772,0.027742323,0.010800069,0,1,1,0,0.408776953,0.298547503,0,0.01131809,0.003127059,0.014445,9.362786
11/21/2021,58661.39,4259.23,230.788,-0.017665197,-0.034746348,0.060143779,0,1,1,0,0.404557623,0.294322491,0,-0.014203506,0.017955775,0.003752,9.401667
11/22/2021,56268.31,4086.57,215.61,-0.040794806,-0.040537844,-0.065765984,0,0,1,0,0,0.571323693,0,-0.016399894,-0.019356408,-0.035756,9.029745
11/23/2021,57574.23,4341.36,221.918,0.023208801,0.062348131,0.029256528,0,1,1,0,0.392436097,0.285206592,0,0,0.016714948,0.016715,9.197392
11/24/2021,57165.08,4271.29,205.779,-0.007106478,-0.016140104,-0.072725061,0,1,0,0,0.790932508,0,0,-0.006333959,-0.020741667,-0.027076,8.921287
11/25/2021,58988.21,4527.86,210.181,0.031892372,0.060068504,0.021391882,0,1,1,0,0.384118616,0.28135783,0,0.047510132,0,0.04751,9.392648
11/26/2021,53755.65,4040.66,192.423,-0.088705184,-0.1076005,-0.084489083,0,1,1,0,0.351748306,0.27958311,0,-0.041331355,-0.023771665,-0.065103,8.716055
11/27/2021,54738.77,4095.33,192.775,0.018288682,0.013529968,0.001829303,0,0,0,0,0,0,0,0.004759143,0.000511442,0.005271,8.767268
11/28/2021,57315.73,4296.6,200.713,0.047077419,0.049146223,0.041177539,0,0,1,0,0,0.566490696,0,0,0,0,8.767268
11/29/2021,57827.98,4445.1,204.275,0.008937337,0.034562212,0.017746733,0,1,1,0,0.372626961,0.283899332,0,0,0.010053359,0.010053,8.865459
11/30/2021,56975,4631.51,208.617,-0.014750299,0.041936064,0.02125566,0,1,1,0,0.367573074,0.285006627,0,0.015626508,0.006034468,0.021661,9.079155
12/1/2021,57209.29,4586.66,229.812,0.004112154,-0.009683667,0.101597665,0,1,1,0,0.36707818,0.270751408,0,-0.003559455,0.028956008,0.025397,9.335135
12/2/2021,56513.57,4514.32,233.677,-0.012160962,-0.015771825,0.016818095,0,0,1,0,0,0.5589053,0,-0.005789493,0.004553523,-0.001236,9.322361
12/3/2021,53612,4213.66,211.607,-0.05134289,-0.066601393,-0.094446608,0,0,0,0,0,0,0,0,-0.05278671,-0.052787,8.777474
12/4/2021,49135.66,4115.79,200.583,-0.083495113,-0.023226838,-0.052096575,0,0,0,0,0,0,0,0,0,0,8.777474
12/5/2021,49376.6,4197.53,196.317,0.004903567,0.0198601,-0.021268004,0,0,0,0,0,0,0,0,0,0,8.777474
12/6/2021,50424.72,4345.2,193.518,0.021227059,0.035180213,-0.014257553,0,0,0,0,0,0,0,0,0,0,8.777474
12/7/2021,50577.2,4305.82,190.155,0.003023914,-0.009062874,-0.017378228,0,0,0,0,0,0,0,0,0,0,8.777474
12/8/2021,50455.61,4435.33,194.539,-0.002404048,0.030077895,0.023054876,0,0,0,0,0,0,0,0,0,0,8.777474
12/9/2021,47539.76,4103.8,181.04,-0.057790402,-0.074747539,-0.069389685,0,0,0,0,0,0,0,0,0,0,8.777474
12/10/2021,47136.35,3895.95,167.229,-0.008485739,-0.05064818,-0.076287008,0,0,0,0,0,0,0,0,0,0,8.777474
12/11/2021,49381.15,4089.81,172.09,0.047623543,0.049759365,0.029067925,0,0,0,0,0,0,0,0,0,0,8.777474
12/12/2021,50057.01,4129,172.799,0.013686599,0.009582352,0.004119937,0,0,0,0,0,0,0,0,0,0,8.777474
12/13/2021,46679.93,3780.63,155.19,-0.067464677,-0.084371519,-0.101904525,-1,0,0,-0.837803105,0,0,0,0,0,0,8.777474
12/14/2021,48324.04,3856.66,161.16,0.035220918,0.020110405,0.038468974,0,0,0,0,0,0,-0.029508195,0,0,-0.029508,8.48896
12/15/2021,48870.48,4019.01,178.43,0.011307829,0.042096011,0.107160586,0,0,0,0,0,0,0,0,0,0,8.48896
12/16/2021,47624.5,3958.67,176.92,-0.025495555,-0.015013648,-0.008462702,0,0,0,0,0,0,0,0,0,0,8.48896
12/17/2021,46125.33,3873.93,175.51,-0.031478966,-0.021406179,-0.007969704,-1,0,0,-0.841188428,0,0,0,0,0,0,8.48896
12/18/2021,46815.99,3957.64,182.68,0.014973551,0.021608547,0.040852373,-1,0,0,-0.863027679,0,0,-0.012595578,0,0,-0.012596,8.369437
12/19/2021,46668.63,3922.51,179.86,-0.003147643,-0.008876502,-0.015436829,-1,0,0,-0.870859484,0,0,0.002716503,0,0,0.002717,8.394894
12/20/2021,46898.14,3943.48,173.91,0.004917865,0.005346067,-0.033081285,-1,0,0,-0.883946295,0,0,-0.004282769,0,0,-0.004283,8.354656
12/21/2021,48875.15,4014.38,179.56,0.042155403,0.017979044,0.032488069,-1,0,0,-0.858185888,0,0,-0.037263112,0,0,-0.037263,8.006073
12/22/2021,48569.69,3978.62,178.37,-0.006249802,-0.008907976,-0.006627311,0,0,0,0,0,0,0.005363492,0,0,0.005363,8.054373
12/23/2021,50817.92,4111.3,190.11,0.046288745,0.033348246,0.065818243,0,0,0,0,0,0,0,0,0,0,8.054373
12/24/2021,50808.55,4045,190.36,-0.000184384,-0.016126286,0.001315028,0,0,0,0,0,0,0,0,0,0,8.054373
12/25/2021,50403.64,4093.87,193,-0.007969328,0.012081582,0.01386846,0,0,0,0,0,0,0,0,0,0,8.054373
12/26/2021,50765.73,4062.24,197.8,0.007183807,-0.007726186,0.024870466,0,1,1,0,0.441272518,0.318959683,0,0,0,0,8.054373
12/27/2021,50707.72,4037.36,195.71,-0.0011427,-0.0061247,-0.010566229,0,0,1,0,0,0.637216425,0,-0.002702662,-0.003370201,-0.006073,7.999386
12/28/2021,47522.03,3791.99,177.2,-0.062824556,-0.060774863,-0.094578713,0,0,0,0,0,0,0,0,-0.06026711,-0.060267,7.45702
12/29/2021,46436.54,3628.55,170.66,-0.022841827,-0.043101379,-0.036907449,-1,0,0,-0.955312694,0,0,0,0,0,0,7.45702
12/30/2021,47095.02,3708.37,172.48,0.014180212,0.021997768,0.010664479,-1,-1,0,-0.475038598,-0.446377758,0,-0.013546537,0,0,-0.013547,7.342453
12/31/2021,46210.56,3676.02,169.98,-0.01878033,-0.008723509,-0.014494434,-1,-1,0,-0.474639825,-0.446406998,0,0.008921381,0.003893981,0,0.012815,7.449361
1/1/2022,47704.35,3763.06,179.05,0.032325728,0.023677782,0.053359219,-1,-1,0,-0.464407796,-0.441562066,0,-0.015343078,-0.010569928,0,-0.025913,7.230413
1/2/2022,47280,3826.21,176.29,-0.008895415,0.016781555,-0.015414689,-1,-1,0,-0.480524021,-0.464140078,0,0.0041311,-0.007410098,0,-0.003279,7.203425
1/3/2022,46445.81,3764.07,170.18,-0.017643613,-0.016240614,-0.034658801,-1,-1,0,-0.5,-0.465830001,0,0.00847818,0.00753792,0,0.016016,7.334811
1/4/2022,45833.42,3785.6,167.83,-0.013185043,0.005719872,-0.013808908,-1,-1,0,-0.5,-0.468946873,0,0.006592521,-0.002664488,0,0.003928,7.36755
1/5/2022,43421.69,3537.71,154.38,-0.052619464,-0.065482354,-0.080140618,-1,0,-1,-0.5,0,-0.330480988,0.026309732,0.030707745,0,0.057017,7.844643
1/6/2022,43080.01,3404.6,150.26,-0.007868878,-0.037626035,-0.026687395,-1,-1,-1,-0.333333333,-0.298791597,-0.219837392,0.003934439,0,0.008819677,0.012754,7.957448
1/7/2022,41553.86,3196.58,136.43,-0.035425943,-0.061099689,-0.092040463,-1,-1,-1,-0.333333333,-0.293719553,-0.210514181,0.011808648,0.018256074,0.020233935,0.050299,8.407998
1/8/2022,41688.05,3080.03,142.15,0.003229303,-0.036460843,0.041926263,-1,-1,-1,-0.333333333,-0.308860752,-0.212180732,-0.001076434,0.010709262,-0.008826073,0.000807,8.415591
1/9/2022,41851.22,3150,140.77,0.003914071,0.022717311,-0.009708055,-1,-1,-1,-0.333333333,-0.313190362,-0.220057217,-0.00130469,-0.007016486,0.002059862,-0.006261,8.35664
1/10/2022,41801.55,3081.31,135.73,-0.001186823,-0.021806349,-0.035803083,-1,-1,-1,-0.333333333,-0.329357446,-0.220565907,0.000395608,0.006829538,0.007878727,0.015104,8.497962
1/11/2022,42700.68,3236.86,140.13,0.021509489,0.050481776,0.032417299,-1,-1,-1,-0.333333333,-0.313066816,-0.218254672,-0.00716983,-0.016626549,-0.007150151,-0.030947,8.204029
1/12/2022,43880.72,3369.93,151.48,0.027635157,0.04111083,0.080996218,-1,-1,-1,-0.333333333,-0.333333333,-0.222991605,-0.009211719,-0.012870437,-0.017677803,-0.03976,7.838077
1/13/2022,42534.32,3240.36,146.1,-0.030683179,-0.03844887,-0.03551624,-1,-1,-1,-0.333333333,-0.331442996,-0.223626429,0.010227726,0.01281629,0.007919823,0.030964,8.111739
1/14/2022,43042.4,3305.6,146.13,0.011945177,0.020133565,0.000205339,-1,-1,-1,-0.333333333,-0.333333333,-0.249108228,-0.003981726,-0.006673129,-4.59E-05,-0.010701,8.014234
1/15/2022,43070.51,3324.05,147.57,0.000653077,0.005581438,0.009854239,-1,-1,-1,-0.333333333,-0.333333333,-0.248561105,-0.000217692,-0.001860479,-0.002454772,-0.004533,7.973373
1/16/2022,43060.66,3345.49,147.92,-0.000228695,0.006449963,0.002371756,-1,-1,-1,-0.333333333,-0.333333333,-0.248451801,7.62E-05,-0.002149988,-0.000589526,-0.002663,7.949476
1/17/2022,42176.34,3208.61,139.74,-0.02053661,-0.040914784,-0.055300162,-1,-1,-1,-0.333333333,-0.333333333,-0.248078694,0.006845537,0.013638261,0.013739425,0.034223,8.255754
1/18/2022,42337.58,3159.32,141.19,0.003822996,-0.015361792,0.010376413,-1,0,0,-1,0,0,-0.001274332,0.005120597,-0.002574167,0.001272,8.267528
1/19/2022,41657.89,3082.81,135.21,-0.016054059,-0.024217237,-0.042354274,0,0,0,0,0,0,0.016054059,0,0,0.016054,8.416309
1/20/2022,40661.69,2999.92,127.45,-0.023913837,-0.026887807,-0.057392205,-1,-1,-1,-0.333333333,-0.333333333,-0.244663925,0,0,0,0,8.416309
1/21/2022,36425.98,2566.91,112.2,-0.104169551,-0.144340516,-0.119654767,-1,-1,-1,-0.333333333,-0.26507361,-0.221848239,0.034723184,0.048113505,0.029275205,0.112112,9.47199
1/22/2022,35043.73,2410.96,94.46,-0.037946817,-0.06075398,-0.158110517,-1,-1,-1,-0.333333333,-0.265948298,-0.20290343,0.012648939,0.016104277,0.03507654,0.06383,10.140417
1/23/2022,36230.01,2538.41,99.67,0.033851419,0.05286276,0.055155621,-1,-1,-1,-0.333333333,-0.25304175,-0.196300915,-0.011283806,-0.014058761,-0.011191265,-0.036534,9.733413
1/24/2022,36648.31,2438.13,91.85,0.011545677,-0.039505044,-0.078458914,-1,-1,-1,-0.333333333,-0.253489473,-0.193958326,-0.003848559,0.009996426,0.015401557,0.021549,9.964707
1/25/2022,36934.26,2457.37,94.54,0.007802543,0.007891294,0.029286881,-1,-1,-1,-0.333333333,-0.252211176,-0.193453465,-0.002600848,-0.00200036,-0.005680434,-0.010282,9.851968
1/26/2022,36787.43,2461.61,92.06,-0.003975442,0.001725422,-0.026232283,-1,-1,-1,-0.333333333,-0.251681107,-0.193621224,0.001325147,-0.000435171,0.005074726,0.005965,9.9167
1/27/2022,37131,2422.61,89.43,0.009339331,-0.01584329,-0.028568325,-1,-1,-1,-0.333333333,-0.257168134,-0.199836109,-0.00311311,0.003987457,0.005531434,0.006406,9.986632
1/28/2022,37696.21,2543.34,91.29,0.015222052,0.049834682,0.02079839,-1,-1,-1,-0.333333333,-0.249649375,-0.198100122,-0.005074017,-0.012815892,-0.004156269,-0.022046,9.744421
1/29/2022,38150.01,2599.94,96.11,0.012038345,0.022254201,0.052798773,-1,-1,-1,-0.333333333,-0.249607939,-0.19311459,-0.004012782,-0.005555747,-0.010459443,-0.020028,9.529232
1/30/2022,37870.01,2600.45,93.15,-0.007339448,0.000196158,-0.030798044,-1,-1,-1,-0.333333333,-0.249325989,-0.192946783,0.002446483,-4.90E-05,0.005947552,0.008345,9.617098
1/31/2022,38439.04,2685.34,99.48,0.015025874,0.03264435,0.067954911,-1,-1,-1,-0.333333333,-0.247655137,-0.190399126,-0.005008625,-0.008139085,-0.013111682,-0.026259,9.338304
2/1/2022,38680.51,2786.38,109.97,0.006281895,0.03762652,0.105448331,-1,-1,-1,-0.333333333,-0.244035567,-0.17618356,-0.002093965,-0.009318401,-0.02007727,-0.03149,9.012751
2/2/2022,36892.03,2678,101.84,-0.046237239,-0.038896346,-0.073929253,-1,-1,-1,-0.333333333,-0.24223245,-0.173555052,0.015412413,0.009492092,0.013025119,0.03793,9.392534
2/3/2022,37289.86,2694.37,101.76,0.01078363,0.006112771,-0.000785546,-1,-1,-1,-0.333333333,-0.242203889,-0.173391412,-0.003594543,-0.001480711,0.000136335,-0.004939,9.341206
2/4/2022,41550,2993.65,112.57,0.114243926,0.111076059,0.106230346,-1,-1,-1,-0.302925821,-0.221399269,-0.166309116,-0.038081309,-0.026903053,-0.01841943,-0.083404,8.478708
2/5/2022,41374.69,3011.59,113.66,-0.004219254,0.005992685,0.009682864,-1,-1,-1,-0.303092405,-0.223223073,-0.166340244,0.001278121,-0.001326776,-0.001610349,-0.001659,8.462983
2/6/2022,42361.35,3054.26,115.18,0.023846946,0.014168595,0.013373218,0,-1,-1,0,-0.343764101,-0.257626391,-0.007227828,-0.003162757,-0.002224504,-0.012615,8.343607
2/7/2022,43829.99,3138.55,117.46,0.034669339,0.02759752,0.019795103,0,0,-1,0,0,-0.518999921,0,-0.009487036,-0.005099741,-0.014587,8.207312
2/8/2022,44021.57,3115.23,113.37,0.00437098,-0.007430183,-0.034820364,0,-1,-1,0,-0.346739475,-0.258443725,0,0,0.018071766,0.018072,8.373706
2/9/2022,44358.08,3241.82,113.9,0.007644207,0.040635844,0.004674958,0,0,-1,0,0,-0.519025547,0,-0.014090051,-0.001208214,-0.015298,8.230307
2/10/2022,43471.29,3070.9,106.09,-0.019991623,-0.05272347,-0.06856892,0,-1,-1,0,-0.342717193,-0.256510948,0,0,0.035589021,0.035589,8.558805
2/11/2022,42366,2926.04,96.44,-0.025425747,-0.047171839,-0.090960505,-1,-1,-1,-0.301384605,-0.228198733,-0.17245043,0,0.0161666,0.023332365,0.039499,8.936368
2/12/2022,42199.87,2916.93,95.88,-0.003921305,-0.003113423,-0.005806719,-1,-1,-1,-0.305420121,-0.230575696,-0.172837277,0.001181821,0.000710479,0.001001371,0.002894,8.965124
2/13/2022,42041.13,2870.32,92.8,-0.003761623,-0.015979129,-0.032123488,-1,-1,-1,-0.30599188,-0.231297596,-0.172664436,0.001148875,0.003684399,0.005552136,0.010385,9.068612
2/14/2022,42525.14,2928.87,96.37,0.011512773,0.020398422,0.038469828,-1,-1,-1,-0.305394367,-0.230355752,-0.170979711,-0.003522815,-0.004718106,-0.006642371,-0.014883,8.918761
2/15/2022,44529.6,3183.73,105.44,0.047135882,0.087016494,0.094116426,0,-1,-1,0,-0.324950271,-0.244587357,-0.014395033,-0.02004475,-0.016091999,-0.050532,8.417546
2/16/2022,43860.7,3121.8,101.78,-0.015021469,-0.019452026,-0.034711684,0,-1,-1,0,-0.328088687,-0.246125071,0,0.006320941,0.008490039,0.014811,8.557029
2/17/2022,40491.7,2890.8,93.46,-0.07681136,-0.073995772,-0.08174494,-1,-1,-1,-0.2751815,-0.210711088,-0.160894861,0,0.024277176,0.020119479,0.044397,8.981332
2/18/2022,39966.8,2778.46,89.82,-0.01296315,-0.038861215,-0.038947143,-1,-1,-1,-0.27546115,-0.209448577,-0.161025106,0.003567219,0.008188489,0.006266395,0.018022,9.161216
2/19/2022,40052.6,2761.89,91.25,0.002146782,-0.005963735,0.01592073,-1,-1,-1,-0.277302842,-0.210333977,-0.162045722,-0.000591355,0.001249096,-0.002563637,-0.001906,9.141849
2/20/2022,38368.1,2620.72,90.63,-0.042057195,-0.051113549,-0.006794521,0,0,-1,0,0,-0.51374975,0.01166258,0.010750916,0.001101023,0.023515,9.380334
2/21/2022,36986.4,2566.88,82.89,-0.036011687,-0.020543973,-0.085402185,0,0,-1,0,0,-0.559865944,0,0,0.043875351,0.043875,9.835772
2/22/2022,38212,2635.57,86.34,0.033136504,0.026760113,0.041621426,0,0,-1,0,0,-0.564187413,0,0,-0.023302419,-0.023302,9.583276
2/23/2022,37227.8,2578.02,84.53,-0.025756307,-0.021835884,-0.020963632,0,0,-1,0,0,-0.582113081,0,0,0.011827417,0.011827,9.708445
2/24/2022,38315.1,2595.47,89.35,0.029206668,0.006768761,0.057021176,0,0,-1,0,0,-0.573865081,0,0,-0.033192772,-0.033193,9.352999
2/25/2022,39205.4,2766.36,92.69,0.02323627,0.065841639,0.037381086,0,0,0,0,0,0,0,0,-0.0214517,-0.021452,9.130907
2/26/2022,39099.3,2778.15,90.21,-0.00270626,0.004261918,-0.026755853,0,0,0,0,0,0,0,0,0,0,9.130907
2/27/2022,37672,2615.99,85.58,-0.03650449,-0.058369778,-0.051324687,-1,0,-1,-0.452551814,0,-0.282411355,0,0,0,0,9.130907
2/28/2022,43155,2920.1,99.62,0.145545763,0.116250444,0.164057023,0,0,0,0,0,0,-0.065866999,0,-0.046331566,-0.112199,7.994229
3/1/2022,44394.1,2975.61,98.61,0.02871278,0.019009623,-0.010138526,0,0,0,0,0,0,0,0,0,0,7.994229
3/2/2022,43885.7,2947.47,100.69,-0.011451972,-0.009456884,0.021093195,0,0,0,0,0,0,0,0,0,0,7.994229
3/3/2022,42449.5,2832.97,95.58,-0.032725922,-0.038846875,-0.050749826,0,0,-1,0,0,-0.534927594,0,0,0,0,7.994229
3/4/2022,39127.7,2620.25,88.26,-0.078252983,-0.075087276,-0.07658506,0,-1,-1,0,-0.322204658,-0.266952359,0,0,0.040967462,0.040967,8.362696
3/5/2022,39375.1,2663.55,89.59,0.006322886,0.016525141,0.015069114,0,-1,-1,0,-0.321682458,-0.266531451,0,-0.005324477,-0.004022736,-0.009347,8.275183
3/6/2022,38401.1,2549.37,84.53,-0.024736445,-0.042867602,-0.056479518,-1,-1,-1,-0.254571388,-0.233998378,-0.187047994,0,0.013789755,0.015053568,0.028843,8.542707
3/7/2022,37963.8,2489.9,81.62,-0.011387695,-0.023327332,-0.034425648,-1,-1,-1,-0.25435374,-0.233551371,-0.186720407,0.002898981,0.005458558,0.006439248,0.014797,8.68391
3/8/2022,38709.9,2575.49,82.25,0.019652933,0.034374874,0.007718696,-1,-1,-1,-0.25487405,-0.231213852,-0.186954009,-0.004998797,-0.008028299,-0.001441238,-0.014468,8.543803
3/9/2022,41937.5,2726.37,88.04,0.083379187,0.058583027,0.070395137,-1,-1,-1,-0.240799903,-0.225720124,-0.181583782,-0.021251191,-0.013545207,-0.013160653,-0.047957,8.086111
3/10/2022,39407.2,2605.44,82.81,-0.060335022,-0.044355682,-0.059404816,-1,-1,-1,-0.233649021,-0.222885509,-0.179817,0.014528668,0.01001197,0.010786951,0.035328,8.407105
3/11/2022,38713,2555.89,80.64,-0.01761607,-0.019017901,-0.026204565,-1,-1,-1,-0.233464189,-0.226437661,-0.179735789,0.004115978,0.004238815,0.004712026,0.013067,8.530028
3/12/2022,38792.6,2567.64,81.38,0.002056157,0.004597224,0.009176587,-1,-1,-1,-0.233973773,-0.230335104,-0.182817584,-0.000480039,-0.001040985,-0.001649361,-0.00317,8.499818
3/13/2022,37743.7,2514.07,78.69,-0.027038662,-0.020863517,-0.033054805,-1,-1,-1,-0.233822077,-0.233377589,-0.189355986,0.006326338,0.0048056,0.006043,0.017175,8.662977
3/14/2022,39653.8,2588.96,81.2,0.050607121,0.029788351,0.031897319,-1,-1,-1,-0.228455787,-0.231187792,-0.187943326,-0.011833062,-0.006951934,-0.006039948,-0.024825,8.423094
3/15/2022,39271,2617.29,82.83,-0.009653551,0.010942618,0.020073892,-1,-1,-1,-0.228333719,-0.231185163,-0.18825291,0.00220541,-0.0025298,-0.003772754,-0.004097,8.384487
3/16/2022,41105.8,2772.78,87.73,0.046721499,0.059408778,0.05915731,-1,-1,-1,-0.224500988,-0.225158126,-0.186085181,-0.010668094,-0.013734428,-0.011136536,-0.035539,8.050972
3/17/2022,40898.1,2810.74,87.83,-0.005052815,0.013690231,0.001139861,-1,-1,-1,-0.228707268,-0.240362752,-0.196473026,0.001134362,-0.003082467,-0.000212111,-0.00216,8.031422
3/18/2022,41751.5,2938.02,89.77,0.020866495,0.045283448,0.022088125,-1,-1,-1,-0.22814606,-0.236208699,-0.196816354,-0.004772319,-0.010884454,-0.004339721,-0.019996,7.85083
3/19/2022,42188.2,2950,92.31,0.010459504,0.004077576,0.02829453,0,0,-1,0,0,-0.61193635,-0.002386295,-0.000963159,-0.005568826,-0.008918,7.771898
3/20/2022,41261,2860.47,88.58,-0.021977709,-0.030349153,-0.040407323,0,0,-1,0,0,-0.611463334,0,0,0.02472671,0.024727,7.988801
3/21/2022,40982,2889.08,88.55,-0.006761833,0.010001853,-0.000338677,0,0,-1,0,0,-0.612411842,0,0,0.000207089,0.000207,7.990661
3/22/2022,42349.8,2968.49,90.44,0.033375628,0.027486259,0.021343874,0,0,-1,0,0,-0.610933319,0,0,-0.013071241,-0.013071,7.873144
3/23/2022,42867.9,3035.55,94.83,0.012233824,0.02259061,0.048540469,0,0,0,0,0,0,0,0,-0.02965499,-0.029655,7.610011
3/24/2022,43973.4,3109.89,102.33,0.025788527,0.024489796,0.079088896,0,0,0,0,0,0,0,0,0,0,7.610011
3/25/2022,44290.6,3101.37,98.55,0.007213452,-0.002739647,-0.036939314,0,0,0,0,0,0,0,0,0,0,7.610011
3/26/2022,44489.2,3143.47,101.68,0.004484021,0.013574646,0.031760528,0,0,0,0,0,0,0,0,0,0,7.610011
3/27/2022,46820.8,3295.01,106.94,0.052408225,0.048207872,0.051730921,0,0,0,0,0,0,0,0,0,0,7.610011
3/28/2022,47121.9,3333.62,105.73,0.006430903,0.011717719,-0.011314756,0,0,0,0,0,0,0,0,0,0,7.610011
3/29/2022,47418.5,3399,111.56,0.006294313,0.019612313,0.055140452,0,0,0,0,0,0,0,0,0,0,7.610011
3/30/2022,47053.2,3385.1,120.85,-0.007703744,-0.004089438,0.083273575,0,0,0,0,0,0,0,0,0,0,7.610011
3/31/2022,45506,3281.43,122.85,-0.032881929,-0.030625388,0.016549441,0,0,0,0,0,0,0,0,0,0,7.610011
4/1/2022,46266.2,3454.33,134.53,0.016705489,0.052690443,0.095075295,0,0,0,0,0,0,0,0,0,0,7.610011
4/2/2022,45794.6,3443.07,132.48,-0.010193186,-0.003259677,-0.015238237,0,0,0,0,0,0,0,0,0,0,7.610011
4/3/2022,46392.4,3520.76,136.85,0.013053941,0.022564165,0.032986111,0,0,0,0,0,0,0,0,0,0,7.610011
4/4/2022,46580.9,3518.96,132.09,0.004063166,-0.000511253,-0.034782609,0,0,0,0,0,0,0,0,0,0,7.610011
4/5/2022,45477.4,3405.04,126.84,-0.023689967,-0.032373201,-0.039745628,0,0,0,0,0,0,0,0,0,0,7.610011
4/6/2022,43159.7,3166.78,112.87,-0.050963775,-0.069972746,-0.110138757,0,0,0,0,0,0,0,0,0,0,7.610011
4/7/2022,43417.1,3225.15,118.41,0.005963897,0.018431972,0.049083016,0,0,0,0,0,0,0,0,0,0,7.610011
4/8/2022,42229.2,3191.26,109.83,-0.027360188,-0.010508038,-0.072460096,0,0,0,0,0,0,0,0,0,0,7.610011
4/9/2022,42727.7,3257.53,112.89,0.011804628,0.020766092,0.02786124,0,0,0,0,0,0,0,0,0,0,7.610011
4/10/2022,42140.4,3200.24,111.04,-0.013745182,-0.017586945,-0.016387634,0,0,0,0,0,0,0,0,0,0,7.610011
4/11/2022,39505.6,2978.69,99.62,-0.062524323,-0.069229183,-0.102845821,0,0,0,0,0,0,0,0,0,0,7.610011
4/12/2022,40060.7,3026.3,103.17,0.014051172,0.015983536,0.035635415,0,0,0,0,0,0,0,0,0,0,7.610011
4/13/2022,41129.8,3116.45,104.89,0.026687002,0.029788851,0.016671513,0,0,0,0,0,0,0,0,0,0,7.610011
4/14/2022,39915.9,3019.82,100.72,-0.02951388,-0.031006434,-0.039755935,0,0,0,0,0,0,0,0,0,0,7.610011
4/15/2022,40529.5,3039.19,101.33,0.01537232,0.00641429,0.006056394,-1,0,0,-1,0,0,0,0,0,0,7.610011
4/16/2022,40361,3057.99,102.02,-0.004157466,0.006185859,0.006809435,-1,0,0,-1,0,0,0.004157466,0,0,0.004157,7.645803
