date,BTC,,momentum
2023-07-30,29220.8,,52419.1059
2023-07-31,29701.2,,52849.99997
2023-08-01,29170.1,,52377.48312
2023-08-02,29180.2,,52386.55083
2023-08-03,29101.1,,52315.54762
2023-08-04,29057.7,,52276.53715
2023-08-05,29075.9,,52292.9086
2023-08-06,29202.7,,52406.93328
2023-08-07,29759,,52906.09906
2023-08-08,29572.8,,52740.58417
2023-08-09,29443.7,,52625.46471
2023-08-10,29415.5,,52625.46471
2023-08-11,29420.7,,52625.46471
2023-08-12,29293.3,,52625.46471
2023-08-13,29419.5,,52625.46471
2023-08-14,29188.8,,52625.46471
2023-08-15,28714.4,,52625.46471
2023-08-16,26609.7,,52625.46471
2023-08-17,26042.1,,52625.46471
2023-08-18,26088.3,,52625.46471
2023-08-19,26175.9,,52625.46471
2023-08-20,26115.4,,52625.46471
2023-08-21,26044.4,,52625.46471
2023-08-22,26419.2,,52625.46471
2023-08-23,26164.6,,52625.46471
2023-08-24,26051.7,,52625.46471
2023-08-25,26004.3,,52625.46471
2023-08-26,26087.7,,52625.46471
2023-08-27,26106.5,,52625.46471
2023-08-28,27700.1,,52625.46471
2023-08-29,27290.4,,52625.46471
2023-08-30,25928,,52625.46471
2023-08-31,25795.6,,52625.46471
2023-09-01,25855.8,,52625.46471
2023-09-02,25962.1,,52625.46471
2023-09-03,25814,,52625.46471
2023-09-04,25779.7,,52625.46471
2023-09-05,25747.4,,52625.46471
2023-09-06,26240.7,,52625.46471
2023-09-07,25899.8,,52625.46471
2023-09-08,25892.6,,52625.46471
2023-09-09,25828.4,,52625.46471
2023-09-10,25150.4,,52625.46471
2023-09-11,25825.8,,52625.46471
2023-09-12,26209.9,,52625.46471
2023-09-13,26510.3,,52625.46471
2023-09-14,26591.1,,52625.46471
2023-09-15,26546.9,,52625.46471
2023-09-16,26514.2,,52625.46471
2023-09-17,26749.9,,52625.46471
2023-09-18,27196,,53064.2742
2023-09-19,27107.7,,52891.98506
2023-09-20,26552.6,,51808.88539
2023-09-21,26566.7,,51822.6412
2023-09-22,26563.1,,51815.61882
2023-09-23,26232.4,,51170.53503
2023-09-24,26290.5,,51227.20175
2023-09-25,26208.8,,51147.60528
2023-09-26,26359.6,,51294.75163
2023-09-27,27011.8,,51929.32949
2023-09-28,26890.9,,51813.11628
2023-09-29,26950.9,,51813.11628
2023-09-30,27981.4,,52803.68462
2023-10-01,27477.6,,52328.32427
2023-10-02,27412,,52203.39567
2023-10-03,27759.8,,52865.74577
2023-10-04,27398.4,,52177.49583
2023-10-05,27916.3,,53163.78427
2023-10-06,27943,,53214.63173
2023-10-07,27901.2,,53135.02784
2023-10-08,27578.3,,52520.09728
2023-10-09,27381.2,,52144.74017
2023-10-10,26864.5,,51160.73701
2023-10-11,26744,,50931.25688
2023-10-12,26849.8,,51132.74234
2023-10-13,26836.3,,51107.03295
2023-10-14,27139.8,,51685.01816
2023-10-15,28486.3,,54249.29191
2023-10-16,28381.9,,54050.47262
2023-10-17,28307.1,,53908.02355
2023-10-18,28696.9,,54650.35842
2023-10-19,29653,,56471.15467
2023-10-20,29895.4,,56701.96787
2023-10-21,29981.5,,56783.61989
2023-10-22,33074,,59712.14822
2023-10-23,33917,,60473.12876
2023-10-24,34487.7,,61490.67202
2023-10-25,34154,,60895.6936
2023-10-26,33893.1,,60430.51569
2023-10-27,34086.6,,60775.52115
2023-10-28,34528.6,,61563.59566
2023-10-29,34483.8,,61483.71842
2023-10-30,34651.4,,61782.54486
2023-10-31,35437.4,,63183.96242
2023-11-01,34940.1,,62297.28945
2023-11-02,34700.4,,61869.91059
2023-11-03,35069.7,,62528.36288
2023-11-04,35025.5,,62449.55543
2023-11-05,35057.4,,62506.4323
2023-11-06,35406.5,,63128.86852
2023-11-07,35626.7,,63521.47939
2023-11-08,36719.5,,65469.91337
2023-11-09,37330.4,,66559.13218
2023-11-10,37162.1,,66259.05765
2023-11-11,37085.5,,66122.48185
2023-11-12,36486.2,,65053.94553
2023-11-13,35559,,63400.77205
2023-11-14,37885.6,,67549.03933
2023-11-15,36176,,64500.867
2023-11-16,36621.9,,65295.89511
2023-11-17,36580.9,,65222.79317
2023-11-18,37375.9,,66640.25749
2023-11-19,37462.5,,66794.66304
2023-11-20,35737,,63718.14142
2023-11-21,37413.4,,66707.11902
2023-11-22,37294.3,,66494.76681
2023-11-23,37706.3,,67229.3521
2023-11-24,37766.6,,67336.86543
2023-11-25,37437.9,,66750.80188
2023-11-26,37234.3,,66387.78838
2023-11-27,37812.1,,67417.99075
2023-11-28,37837.1,,67462.5651
2023-11-29,37716.8,,67248.07332
2023-11-30,38660,,68929.77439
2023-12-01,39435,,70311.57923
2023-12-02,39979.7,,71282.76516
2023-12-03,41993.1,,74872.60499
2023-12-04,44081.7,,78596.52446
2023-12-05,43774.8,,78049.32975
2023-12-06,43296,,77195.6418
2023-12-07,44209.5,,78824.38854
2023-12-08,43734.3,,77977.1193
2023-12-09,43810,,78112.09043
2023-12-10,41271,,73585.11947
2023-12-11,41515,,74020.16513
2023-12-12,42875,,76445.00975
2023-12-13,43032.4,,76725.64986
2023-12-14,41968,,74827.85234
2023-12-15,42287.4,,75397.33424
2023-12-16,41396.5,,73808.88271
2023-12-17,42671.7,,76082.53114
2023-12-18,42298.3,,75416.76865
2023-12-19,43708.9,,77931.83176
2023-12-20,43896.3,,78265.96109
2023-12-21,43999.2,,78449.42911
2023-12-22,43725.2,,77960.89424
2023-12-23,43008.4,,76682.85848
2023-12-24,43611.9,,77758.88328
2023-12-25,42538.5,,75845.039
2023-12-26,43453.8,,77476.9951
2023-12-27,42600.1,,75954.8702
2023-12-28,42095.1,,75054.46834
2023-12-29,42174.2,,75195.50158
2023-12-30,42314,,75444.76134
2023-12-31,44230.2,,78861.2961
2024-01-01,44979.8,,80197.8134
2024-01-02,42849.5,,76399.54392
2024-01-03,44143.8,,78707.24715
2024-01-04,44145.4,,78710.09991
2024-01-05,43956.7,,78373.65271
2024-01-06,43916.9,,78302.69035
2024-01-07,46972.7,,83751.10226
2024-01-08,46114,,82985.58238
2024-01-09,46662.9,,83973.36887
2024-01-10,46337.8,,83388.32717
2024-01-11,42788.9,,77001.81693
2024-01-12,42846.4,,77105.29247
2024-01-13,41734.9,,76105.1789
2024-01-14,42515,,76816.44992
2024-01-15,43133,,77374.75365
2024-01-16,42783.4,,76747.61865
2024-01-17,41323.1,,74128.03845
2024-01-18,41662.2,,74736.33787
2024-01-19,41691.8,,74762.88706
2024-01-20,41580,,74662.64564
2024-01-21,39567,,72855.33557
2024-01-22,39890,,73152.70804
2024-01-23,40078.7,,73325.73281
2024-01-24,39953.3,,73211.02042
2024-01-25,41806.4,,74908.8444
2024-01-26,42102.2,,75173.85211
2024-01-27,42021.2,,75101.539
2024-01-28,43287.7,,76233.30224
2024-01-29,42918.3,,75908.02991
2024-01-30,42560.5,,75275.20212
2024-01-31,43072.6,,76180.93469
2024-02-01,43182,,76277.68058
2024-02-02,42992.4,,76110.22368
2024-02-03,42570.3,,75362.97241
2024-02-04,42692.9,,75471.49291
2024-02-05,43079.1,,75812.85049
2024-02-06,44326.2,,76910.20636
2024-02-07,45269.1,,77728.2173
2024-02-08,47116.1,,79313.89072
2024-02-09,47732.6,,79832.78993
2024-02-10,48303.4,,80787.45312
2024-02-11,49943.6,,83530.68819
2024-02-12,49696.4,,83117.2461
2024-02-13,51823.2,,86674.31983
2024-02-14,51898.5,,86800.25911
2024-02-15,52148.6,,87218.55145
2024-02-16,51679.4,,86433.81429
2024-02-17,52175.9,,87264.21071
2024-02-18,51813.8,,86658.59833
2024-02-19,52297.4,,87467.4195
2024-02-20,51877.8,,86765.63835
2024-02-21,51316.9,,85827.53291
2024-02-22,50771.9,,84916.02022
2024-02-23,51602.1,,86304.53001
2024-02-24,51764.9,,86576.81306
2024-02-25,54511.6,,91170.66976
2024-02-26,57074.5,,95457.12089
2024-02-27,62487.9,,104511.0343
2024-02-28,61203.3,,102362.5403
2024-02-29,62430.6,,104415.2
2024-03-01,62039.9,,103761.7541
2024-03-02,63178.5,,105666.063
2024-03-03,68296.4,,114225.7525
2024-03-04,63747.4,,106617.5484
2024-03-05,66128.1,,110599.27
2024-03-06,66870,,111840.098
2024-03-07,68180.2,,114031.408
2024-03-08,68360.1,,114332.2908
2024-03-09,69001.8,,115405.5342
2024-03-10,72153.8,,120677.2553
2024-03-11,71503.2,,119589.1266
2024-03-12,73127.6,,122305.9362
2024-03-13,71455.5,,119509.3483
2024-03-14,69552.2,,116326.0784
2024-03-15,65351,,109299.57
2024-03-16,68447.9,,114479.1363
2024-03-17,67660,,113161.3733
2024-03-18,61974.1,,103651.7036
2024-03-19,67876.4,,113523.3024
2024-03-20,65539.9,,109615.5053
2024-03-21,63826,,106749.007
2024-03-22,64020.3,,107073.9738
2024-03-23,67260.9,,112493.8784
2024-03-24,69920.5,,116942.0603
2024-03-25,70044.1,,117148.7814
2024-03-26,69532.6,,116293.2974
2024-03-27,70838.7,,118477.7501
2024-03-28,69903.6,,116913.7951
2024-03-29,69642.1,,116476.4362
2024-03-30,71363,,119354.6421
2024-03-31,69700,,116573.274
2024-04-01,65505.3,,109557.6368
2024-04-02,65971.9,,110338.0255
2024-04-03,68489.9,,114549.3813
2024-04-04,67825.7,,113993.944
2024-04-05,68901.6,,115802.1978
2024-04-06,69362.7,,116577.1638
2024-04-07,71678.4,,120469.1365
2024-04-08,69189.3,,116285.7322
2024-04-09,70681.7,,118793.9933
2024-04-10,70055.7,,117741.8816
2024-04-11,67136.4,,115288.6631
2024-04-12,63939.7,,112543.928
2024-04-13,65615.9,,114019.1158
2024-04-14,63392.7,,112087.5162
2024-04-15,63765,,112416.6565
2024-04-16,61254.5,,110203.6712
2024-04-17,63445,,112174.148
2024-04-18,63787.4,,112476.8387
2024-04-19,64897.2,,114433.758
2024-04-20,64912.6,,114447.3355
2024-04-21,66778,,116091.7779
2024-04-22,66386.3,,115410.8178
2024-04-23,64250,,111696.9171
2024-04-24,64478.8,,111895.7984
2024-04-25,63748.8,,111262.3814
2024-04-26,63421,,110976.3227
2024-04-27,63088.3,,110685.2375
2024-04-28,63842.4,,111346.7527
2024-04-29,60651.2,,108563.8862
2024-04-30,58307.6,,106466.3982
2024-05-01,59036.7,,107132.046
2024-05-02,62853.7,,110595.341
2024-05-03,63864.2,,111484.3626
2024-05-04,63988,,111592.4182
2024-05-05,63142.8,,110855.4213
2024-05-06,62296,,110112.0874
2024-05-07,61157.9,,109106.2558
2024-05-08,63050.1,,110794.1069
2024-05-09,60778.1,,108797.8832
2024-05-10,60809.2,,108825.719
2024-05-11,61455.8,,109404.305
2024-05-12,62912.1,,110700.5658
2024-05-13,61550.5,,109502.6255
2024-05-14,66175.4,,113616.635
2024-05-15,65217.7,,112794.4968
2024-05-16,66980,,115842.4078
2024-05-17,66884.9,,115677.9316
2024-05-18,66239.4,,114561.5346
2024-05-19,71466.5,,123601.8429
2024-05-20,70168.8,,121357.4611
2024-05-21,69219.1,,119714.9478
2024-05-22,67999.9,,117606.3324
2024-05-23,68584.1,,118616.7106
2024-05-24,69314.4,,119879.7699
2024-05-25,68524.3,,118513.2861
2024-05-26,69461.6,,120134.3534
2024-05-27,68440.5,,118368.3534
2024-05-28,67686.7,,117064.6507
2024-05-29,68402.5,,118302.6321
2024-05-30,67577.9,,116876.4803
2024-05-31,67799.2,,117259.2202
2024-06-01,67805.9,,117270.8079
2024-06-02,68851.4,,119079.008
2024-06-03,70580,,122068.6345
2024-06-04,71133.3,,123025.571
2024-06-05,70830,,122501.0114
2024-06-06,69377,,119988.0371
2024-06-07,69346.5,,119935.2871
2024-06-08,69667.1,,120489.7672
2024-06-09,69558.7,,120302.2886
2024-06-10,67320.7,,116431.6509
2024-06-11,68270.3,,118073.9912
2024-06-12,66786.9,,115508.4399
2024-06-13,66039.7,,114216.1519
2024-06-14,66213.7,,114517.0862
2024-06-15,66653.6,,114897.4914
2024-06-16,66472.1,,114584.6216
2024-06-17,65150,,113445.1035
2024-06-18,64933.6,,113256.6958
2024-06-19,64854,,113187.2769
2024-06-20,64124,,112550.256
2024-06-21,64240,,112652.0574
2024-06-22,63194.9,,111735.7073
2024-06-23,60273.6,,109153.1134
2024-06-24,61777.8,,110515.1369
2024-06-25,60860.1,,109694.294
2024-06-26,61682,,110434.9906
2024-06-27,60429.8,,109314.0258
2024-06-28,60982.4,,109314.0258
2024-06-29,62766,,109314.0258
2024-06-30,62883.6,,109314.0258
2024-07-01,62123.6,,108653.4509
2024-07-02,60208,,108653.4509
2024-07-03,57045.9,,108653.4509
2024-07-04,56604.9,,108653.4509
2024-07-05,58216,,108653.4509
2024-07-06,55830.9,,108653.4509
2024-07-07,56686.4,,108653.4509
2024-07-08,58023.2,,108653.4509
2024-07-09,57707,,108653.4509
2024-07-10,57315.5,,108653.4509
2024-07-11,57870,,108653.4509
2024-07-12,59174,,108653.4509
2024-07-13,60766,,108653.4509
2024-07-14,64680.6,,108653.4509
2024-07-15,65010,,108653.4509
2024-07-16,64055.7,,108653.4509
2024-07-17,63959.9,,108653.4509
2024-07-18,66627.9,,110919.6162
2024-07-19,67095.6,,110919.6162
2024-07-20,68138,,112642.8679
2024-07-21,67499.2,,111586.8307
2024-07-22,65916.4,,108970.2124
2024-07-23,65350.8,,108035.1864
2024-07-24,65773,,108384.168
2024-07-25,67882.5,,110122.2399
2024-07-26,67873.8,,110115.1831
2024-07-27,68215.5,,110392.3619
2024-07-28,66750,,109206.561
2024-07-29,66159.3,,108723.3526
2024-07-30,64601.8,,107443.5883
2024-07-31,65328.9,,108048.2327
2024-08-01,61483.7,,104868.4221
2024-08-02,60684.6,,104186.9377
2024-08-03,58144.5,,102006.4402
2024-08-04,54003.1,,98373.68498
2024-08-05,55991.2,,100184.4766
2024-08-06,55102.9,,100184.4766
2024-08-07,61659.8,,106145.1392
2024-08-08,60808.6,,106145.1392
2024-08-09,60889.9,,106216.0963
2024-08-10,58693.1,,104300.0518
2024-08-11,59323.6,,104860.264
2024-08-12,60550.5,,105944.5969
2024-08-13,58648.1,,104280.2918
2024-08-14,57511,,104280.2918
2024-08-15,58854.9,,104280.2918
2024-08-16,59468.5,,104280.2918
2024-08-17,58390,,104280.2918
2024-08-18,59398.5,,104280.2918
2024-08-19,58982.9,,104280.2918
2024-08-20,61120,,104280.2918
2024-08-21,60349.9,,104280.2918
2024-08-22,64019.9,,104280.2918
2024-08-23,64116.5,,104280.2918
2024-08-24,64190.2,,104280.2918
2024-08-25,62807.6,,103157.2393
2024-08-26,59384.5,,100346.1341
2024-08-27,59010,,100346.1341
2024-08-28,59323.2,,100346.1341
2024-08-29,59096.3,,100346.1341
2024-08-30,58941.9,,100215.0477
2024-08-31,57268.1,,98792.12149
2024-09-01,59112.1,,98792.12149
2024-09-02,57451.9,,98792.12149
2024-09-03,57944.8,,98792.12149
2024-09-04,56145.7,,98792.12149
2024-09-05,53927.7,,96840.76168
2024-09-06,54134.9,,97026.80156
2024-09-07,54839.6,,97026.80156
2024-09-08,57010,,97026.80156
2024-09-09,57609.1,,97026.80156
2024-09-10,57306,,97026.80156
2024-09-11,58097,,97026.80156
2024-09-12,60456.2,,97026.80156
2024-09-13,59964,,97026.80156
2024-09-14,59100.5,,96328.1937
2024-09-15,58187,,95583.73465
2024-09-16,60281,,97303.64064
2024-09-17,61735.3,,97303.64064
2024-09-18,62926.9,,98242.70645
2024-09-19,63175.7,,98436.92216
2024-09-20,63320.6,,98549.80979
2024-09-21,63558.4,,98734.86129
2024-09-22,63302,,98535.70887
2024-09-23,64243.1,,98535.70887
2024-09-24,63118.4,,98535.70887
2024-09-25,65139.2,,100113.0695
2024-09-26,65749.6,,100582.1344
2024-09-27,65822.6,,100637.9712
2024-09-28,65568.1,,100443.4152
2024-09-29,63309.1,,98713.14028
2024-09-30,60776.8,,96738.92737
2024-10-01,60622.6,,96616.20667
2024-10-02,60727.2,,96699.55888
,,,
